DARPA_1	DARPA_10	DARPA_11	DARPA_12	DARPA_13	DARPA_14	DARPA_15	DARPA_16	DARPA_17	DARPA_18	DARPA_19	DARPA_2	DARPA_20	DARPA_3	DARPA_31	DARPA_32	DARPA_33	DARPA_34	DARPA_35	DARPA_36
34.134403	35.462463	32.221222	30.487463	35.480442	39.49049	35.25025	32.06024	30.687061	27.204615	33.188377	30.524096	36.88076	31.650953	31.575026	33.09018	31.073147	31.204432	31.113682	35.813065
34.134403	35.40841	32.198196	30.429287	35.52959	39.41241	35.26834	32.057228	30.695086	27.203611	33.161324	30.507029	36.92084	31.695086	31.59718	33.159317	31.037075	31.226585	31.003017	35.83216
34.17352	35.386387	32.138138	30.4664	35.44935	39.383385	35.168842	32.042168	30.656971	27.18656	33.2004	30.536144	36.922844	31.598797	31.613293	33.138275	31.047094	31.211481	30.998995	35.807034
34.225677	35.42042	32.163162	30.428286	35.511536	39.364365	35.178894	32.024097	30.67302	27.224674	33.208416	30.534136	36.957916	31.674023	31.676737	33.07415	31.012024	31.248741	31.059357	35.85829
34.138416	35.41842	32.167168	30.374123	35.575726	39.34334	35.15578	32.0492	30.705116	27.178535	33.18437	30.465864	36.945892	31.67302	31.73716	33.053104	31.004007	31.254784	30.989939	35.77387
34.121365	35.32032	32.112114	30.300903	35.532597	39.289288	35.180904	31.992971	30.722166	27.19659	33.122246	30.446787	36.856712	31.628887	31.80866	32.99499	31.032064	31.260826	30.962776	35.73166
34.13942	35.328327	32.11812	30.382147	35.55065	39.335335	35.10151	31.970884	30.717152	27.253761	33.11523	30.473896	36.841682	31.702106	31.932528	33.04108	31.03507	31.291037	30.940643	35.717587
34.23972	35.275276	32.01902	30.384153	35.474422	39.325325	35.1206	31.997992	30.70311	27.291876	33.1002	30.521084	36.72645	31.72016	31.926485	33.14128	31.066132	31.241692	30.885311	35.67839
34.22668	35.188187	32.11111	30.446339	35.408226	39.31932	35.060303	31.998997	30.695086	27.318956	33.002003	30.573294	36.737476	31.609829	31.954683	33.07014	31.087173	31.205439	30.896378	35.58593
34.18556	35.182182	32.10811	30.457373	35.401203	39.355354	35.057285	32.014057	30.702106	27.310932	33.013027	30.569277	36.772545	31.61986	31.886204	33.057114	31.082165	31.173212	30.894365	35.576885
34.227684	35.175175	32.094093	30.491474	35.30291	39.26827	34.97789	32.03815	30.667002	27.32999	33.012024	30.572289	36.85872	31.608826	31.889225	33.031063	31.08517	31.257805	30.956741	35.58995
34.254765	35.188187	32.04805	30.472418	35.262787	39.29129	35.053265	32.07731	30.62287	27.327984	33.092186	30.576305	36.778557	31.662989	31.850956	33.05611	31.101202	31.246727	30.935614	35.522614
34.31695	35.26226	32.104103	30.542627	35.31294	39.371372	35.090454	32.114456	30.712137	27.335005	33.101204	30.683735	36.796593	31.668003	31.81571	33.037075	31.108217	31.206446	30.916498	35.528645
34.31294	35.318317	32.07808	30.658978	35.333	39.51952	35.229145	32.08233	30.77332	27.368105	33.148296	30.761044	36.877754	31.706118	31.876133	33.12625	31.123247	31.211481	30.934608	35.61809
34.390564	35.296295	32.11812	30.624874	35.258778	39.498497	35.17387	32.04422	30.734203	27.352057	33.104313	30.780905	36.913826	31.68004	31.885197	33.14128	31.16032	31.258812	30.914488	35.716583
34.43775	35.266266	32.056057	30.571714	35.224674	39.453453	35.227135	32.04824	30.689068	27.334002	33.077232	30.85226	36.85471	31.64293	31.840887	33.17936	31.121243	31.205439	30.985916	35.718594
34.43474	35.285286	32.064064	30.519558	35.21765	39.44845	35.223114	32.085426	30.718155	27.38014	33.102306	30.850252	36.917755	31.67703	31.75428	33.20942	31.108217	31.23867	30.956741	35.689445
34.4257	35.322323	32.056057	30.606821	35.204613	39.48649	35.198994	32.14975	30.745235	27.384153	33.18355	30.922613	36.845535	31.741224	31.816717	33.311623	31.19539	31.332327	31.013079	35.695477
34.395584	35.331333	32.05205	30.514544	35.172516	39.416416	35.230152	32.174873	30.67703	27.428286	33.23671	30.908543	36.755264	31.640923	31.78449	33.357716	31.206413	31.37865	31.017103	35.643215
34.378513	35.41041	32.1011	30.505516	35.159477	39.383385	35.307537	32.19598	30.704113	27.505516	33.26379	30.855276	36.731194	31.67001	31.80564	33.411823	31.234468	31.404835	31.076458	35.681408
34.30522	35.405407	32.0991	30.49348	35.10632	39.366367	35.310555	32.215076	30.682047	27.537613	33.207623	30.897488	36.75025	31.724173	31.848942	33.40381	31.27054	31.389729	31.01509	35.698494
34.29518	35.302303	32.06006	30.482447	35.166668	39.3003	35.35513	32.2	30.653961	27.483936	33.227684	30.931658	36.806225	31.684052	31.835686	33.486458	31.20541	31.36858	31.003017	35.646233
34.33936	35.337337	32.07808	30.532598	35.139557	39.27027	35.39135	32.25025	30.63992	27.478916	33.2999	31.006031	36.849396	31.667002	31.827621	33.535606	31.25551	31.407854	31.018108	35.645226
34.287148	35.294292	32.04204	30.561686	35.145584	39.21922	35.442657	32.2201	30.651957	27.535141	33.27984	30.98995	36.820282	31.650953	31.839718	33.54764	31.330662	31.46425	31.062374	35.643215
34.241966	35.363365	32.06907	30.605818	35.169678	39.195194	35.442657	32.223114	30.7001	27.574297	33.32397	31.01608	36.84237	31.604815	31.859879	33.5998	31.390781	31.475327	31.163984	35.714573
34.197792	35.356358	32.106106	30.560682	35.231926	39.225224	35.460766	32.201004	30.775326	27.569277	33.25376	30.962814	36.874496	31.598797	31.882057	33.674023	31.37475	31.502518	31.198189	35.75377
34.18273	35.331333	32.06907	30.61685	35.18173	39.285286	35.5171	32.21809	30.76028	27.529116	33.251003	30.943718	36.98191	31.531595	31.994959	33.672016	31.302605	31.528702	31.100603	35.796986
34.099396	35.376377	32.034035	30.583752	35.164658	39.325325	35.582497	32.156784	30.714142	27.497992	33.261044	30.923618	37.011055	31.523571	31.964718	33.637913	31.282566	31.425982	31.123743	35.84824
34.093372	35.371372	31.994995	30.617853	35.066265	39.266266	35.56338	32.133667	30.694082	27.564257	33.220882	30.901508	36.99799	31.440321	31.92742	33.671013	31.249498	31.371601	31.05332	35.83618
34.03012	35.361362	31.995996	30.660982	35.164658	39.236237	35.579475	32.114574	30.685055	27.564257	33.240963	30.863317	36.976883	31.386158	31.994959	33.611835	31.24048	31.419939	31.088531	35.796986
33.985943	35.292294	32.03904	30.631895	35.19076	39.196198	35.63783	32.06633	30.693079	27.539156	33.287148	30.870352	37.02613	31.381144	32.01109	33.63992	31.281563	31.468279	31.138832	35.865326
34.011044	35.28028	32.018017	30.562689	35.228916	39.18318	35.710262	32.089447	30.81645	27.480925	33.381527	30.819096	37.085426	31.437311	31.982862	33.651955	31.223448	31.471298	31.171026	35.916584
34.037148	35.26827	32.07908	30.554665	35.276104	39.074074	35.685112	32.089447	30.757273	27.430723	33.32731	30.82814	37.062313	31.399199	32.00907	33.64293	31.183367	31.465258	31.148893	35.934673
34.008034	35.163162	32.144146	30.647943	35.20482	38.977978	35.63984	32.051258	30.684052	27.343374	33.289158	30.75779	36.987938	31.328987	31.965725	33.627884	31.217434	31.475327	31.173038	35.95176
33.91767	35.143143	32.073074	30.618856	35.225903	38.88889	35.60161	32.053265	30.610832	27.323294	33.231926	30.739698	37.00402	31.271816	32.01109	33.58576	31.27455	31.472305	31.143864	35.956783
33.973896	35.055054	32.075073	30.64694	35.17671	38.86987	35.60664	31.96583	30.601805	27.298193	33.26506	30.705528	36.984924	31.235706	32.063507	33.58275	31.293587	31.476334	31.17505	35.972866
34.034138	35.07908	32.158157	30.613842	35.243977	38.90791	35.63682	32.01407	30.65998	27.326305	33.245983	30.782915	37.091457	31.215647	32.11996	33.52658	31.248497	31.564955	31.158955	36.04824
33.985943	35.115116	32.09009	30.621487	35.20683	38.880882	35.603622	31.924623	30.674023	27.312248	33.19478	30.803015	37.080402	31.127382	32.169525	33.504513	31.356068	31.608871	31.199196	36.09447
34.04518	35.11011	32.07908	30.544176	35.208836	38.904903	35.5332	31.910553	30.674023	27.272089	33.153614	30.695477	37.085426	31.097292	32.123108	33.498497	31.379137	31.586693	31.184105	36.043217
34.05823	35.148148	32.097095	30.586346	35.21988	38.962963	35.642857	31.924623	30.686058	27.286144	33.161648	30.758795	37.095478	31.056168	32.148335	33.59378	31.508526	31.67742	31.222334	35.976883
34.001003	35.080082	32.1011	30.568274	35.20984	38.9009	35.64789	31.896482	30.68004	27.273092	33.18976	30.75779	37.109547	31.07623	32.2109	33.59679	31.503511	31.670362	31.156942	36.02613
34.056225	35.11011	32.05806	30.550201	35.19177	38.874874	35.627766	31.869347	30.674023	27.204819	33.14759	30.712563	37.12764	30.981945	32.178608	33.646942	31.472418	31.641129	31.203218	35.96784
34.042168	35.065063	32.112114	30.554216	35.173695	38.893894	35.712273	31.856281	30.722166	27.196787	33.15763	30.709547	37.137688	30.958878	32.205853	33.669006	31.492477	31.672379	31.278671	35.978893
34.11245	35.07007	32.128128	30.535141	35.213856	38.890892	35.735413	31.81407	30.696089	27.148594	33.135544	30.657286	37.14573	30.909729	32.205853	33.617855	31.42327	31.724798	31.257545	35.965828
34.06325	35.04805	32.13113	30.435743	35.24498	38.832832	35.714287	31.740704	30.690071	27.155622	33.11747	30.63417	37.112564	30.826479	32.193745	33.610832	31.532598	31.808468	31.223341	35.910553
34.116467	35.074074	32.09619	30.418674	35.394974	38.864864	35.75126	31.78169	30.683048	27.18794	33.139557	30.659296	37.219315	30.805416	32.182644	33.62387	31.61685	31.835686	31.23843	35.917503
34.05823	34.98899	32.099197	30.351406	35.301506	38.975975	35.7996	31.756538	30.681044	27.166834	33.12751	30.63417	37.17304	30.815447	32.177597	33.64293	31.594784	31.764112	31.250504	35.93461
34.017067	35.008007	32.05511	30.339357	35.3196	38.952953	35.882175	31.764587	30.700804	27.104523	33.106426	30.637186	37.12374	30.887663	32.19798	33.726906	31.662989	31.762096	31.299799	36.065456
34.028114	35.00901	32.003006	30.324297	35.281406	38.95996	35.90433	31.702213	30.697792	27.105528	33.14759	30.641207	37.177063	30.799398	32.20404	33.713856	31.705116	31.765121	31.299799	36.040283
34.031124	35.017017	31.975952	30.297188	35.23819	38.90991	35.933537	31.660965	30.706827	27.049246	33.149597	30.626131	37.14789	30.822468	32.10606	33.68072	31.758274	31.762096	31.262575	36.05237
33.971886	35.01902	31.938877	30.316265	35.235176	38.85986	35.952667	31.583502	30.691767	26.943718	33.07329	30.641207	37.132797	30.861586	32.1	33.758034	31.777332	31.82258	31.210262	35.97885
33.962852	34.996998	31.940882	30.236948	35.16985	38.84084	35.953674	31.65493	30.74498	26.974874	33.119476	30.6201	37.130783	30.887663	32.143433	33.713856	31.848545	31.95766	31.194164	36.012085
33.943775	34.971973	31.952906	30.296185	35.176884	38.894894	35.88419	31.567404	30.769075	26.955778	33.093372	30.576885	37.17002	30.87663	32.143433	33.769077	31.88967	31.983871	31.256538	36.05539
33.933735	34.968967	31.93988	30.278112	35.180904	38.88889	35.95166	31.529175	30.753012	26.916582	33.075302	30.592964	37.13783	30.785357	32.264645	33.807228	31.88666	31.935484	31.219316	36.02719
33.87751	34.94995	31.898798	30.290161	35.17186	38.846848	36.02417	31.475855	30.733936	26.870352	33.0492	30.558794	37.115696	30.808426	32.271717	33.781124	31.900702	31.930443	31.249496	35.953674
33.90763	34.961964	31.88577	30.299196	35.17186	38.870872	36.023163	31.403421	30.759037	26.82613	33.041164	30.567839	37.03018	30.835506	32.361618	33.79819	31.924774	31.981855	31.278671	36.054382
33.953815	34.92993	31.894789	30.257029	35.12161	38.831833	35.970795	31.355131	30.822289	26.76583	33.024097	30.576885	37.072433	30.777332	32.258587	33.891567	32.04313	32.091732	31.346077	36.203423
33.96486	34.975975	31.886774	30.284136	35.100502	38.83884	35.97583	31.380281	30.752008	26.76985	33.051205	30.63216	37.099598	30.791374	32.32424	33.905624	32.118355	32.089718	31.307848	36.20141
34.076305	34.943943	31.883768	30.354418	35.12764	38.83984	36.015106	31.394365	30.860441	26.796986	33.071285	30.6201	37.17304	30.878635	32.29596	33.95482	32.16048	32.123993	31.352112	36.247734
34.0502	34.93794	31.83467	30.321285	35.07236	38.867867	35.871098	31.36016	30.870481	26.782915	33.05924	30.576885	37.160965	30.904715	32.293938	33.99498	32.14945	32.075603	31.31489	36.274925
34.039158	34.822823	31.80461	30.35743	35.033165	38.86887	35.769386	31.351107	30.90763	26.714573	33.046185	30.520603	37.10865	30.92678	32.31919	34.004017	32.07322	32.039314	31.220322	36.135952
33.909637	34.831833	31.831663	30.286144	34.98593	38.856857	35.872105	31.24145	30.868473	26.749748	33.03313	30.505527	37.183098	30.837513	32.279797	33.977913	32.005016	31.98992	31.161972	36.23565
33.828312	34.785786	31.82064	30.325302	35.0332	38.82983	35.869083	31.227364	30.85743	26.770855	33.012047	30.55332	37.070423	30.807423	32.356567	34.016064	31.98997	32.01613	31.207243	36.237663
33.722893	34.75776	31.862726	30.231928	34.985916	38.75776	35.763344	31.231388	30.771084	26.766834	33.012047	30.504025	37.074448	30.76028	32.359596	33.962852	31.894684	32.00504	31.183098	36.219536
33.70683	34.75175	31.90481	30.221888	34.939636	38.74174	35.81571	31.240442	30.803213	26.737688	32.955822	30.552315	37.0332	30.76329	32.37475	33.993977	31.948847	32.004032	31.15493	36.140987
33.751003	34.805805	31.97495	30.216867	34.96881	38.793793	35.84592	31.273642	30.88755	26.773869	33.004017	30.592556	37.013077	30.785357	32.41616	34.003014	31.991976	32.02218	31.195171	36.165157
33.778114	34.76777	31.991983	30.163654	34.948692	38.705708	35.87311	31.300804	30.87249	26.784925	32.904617	30.566399	37.093563	30.805416	32.37071	33.953815	31.904715	31.953629	31.153923	36.173214
33.68775	34.713715	32.00401	30.178715	34.89135	38.696697	35.88721	31.252516	30.779116	26.728643	32.874496	30.47988	37.042255	30.727182	32.333332	33.93273	31.902708	31.95766	31.070423	36.1853
33.630524	34.68869	32.039078	30.184738	34.861168	38.642643	35.869083	31.257545	30.76506	26.74372	32.864456	30.402414	37.08954	30.711134	32.253536	33.825302	31.914743	31.90625	31.059357	36.128902
33.620483	34.71271	32.02505	30.124498	34.82495	38.65666	35.84995	31.28169	30.861446	26.716583	32.851406	30.385311	37.142857	30.749249	32.30202	33.80522	31.895687	31.911291	31.051308	36.113796
33.646587	34.675674	32.037075	30.138554	34.759556	38.681683	35.822758	31.222334	30.886547	26.736683	32.866467	30.372234	37.219315	30.81043	32.28283	33.8243	31.881645	31.91734	31.051308	36.012085
33.67269	34.632633	32.001003	30.162651	34.774647	38.68869	35.80665	31.147888	30.924698	26.774874	32.838352	30.380281	37.274647	30.819458	32.312122	33.825302	31.902708	31.905241	31.040241	36.018127
33.56526	34.522522	31.972946	30.253012	34.724346	38.612614	35.75831	31.117706	30.84739	26.714573	32.841366	30.41348	37.28471	30.81043	32.289898	33.76004	31.933802	31.850807	30.977867	36.054382
33.56024	34.512512	32.052105	30.205824	34.70523	38.71171	35.78147	31.13481	30.84538	26.741709	32.843372	30.469818	37.163982	30.824474	32.241413	33.655624	31.967903	31.871975	30.969818	36.08862
33.718876	34.550552	32.065132	30.191767	34.64487	38.713715	35.813694	31.118711	30.924698	26.714573	32.883533	30.529175	37.0664	30.935808	32.335354	33.698795	31.994986	31.836693	31.001005	36.190525
33.713856	34.511513	32.088177	30.240963	34.67304	38.804806	35.858006	31.125755	30.894579	26.718594	32.850403	30.555332	37.059357	30.900702	32.361618	33.688755	31.99699	31.942541	31.089537	36.15625
33.869476	34.416416	32.227455	30.290161	34.683098	38.817818	35.861027	31.28169	31.019075	26.692463	32.90261	30.565392	37.168007	31.031094	32.39192	33.78012	32.041122	31.96875	31.125755	36.144154
33.916668	34.43744	32.218437	30.28213	34.622738	38.81081	35.797585	31.234406	31.02711	26.700502	32.903614	30.599598	37.13682	31.111334	32.47778	33.751003	32.048145	32.0	31.227364	36.16532
33.96185	34.37037	32.163326	30.218876	34.585514	38.76977	35.759315	31.229376	31.10241	26.651257	32.864456	30.627766	37.04024	31.08024	32.529293	33.75502	32.004013	31.977823	31.202213	36.13004
33.933735	34.356358	32.13928	30.12751	34.64185	38.796795	35.804634	31.217304	31.124498	26.686432	32.84237	30.618711	37.03521	31.115347	32.460606	33.774097	31.959879	31.953629	31.204226	36.08871
34.041164	34.341343	32.158318	30.1004	34.609657	38.73273	35.790535	31.224346	31.121487	26.724623	32.856426	30.618711	37.022133	31.104313	32.467678	33.81325	31.940823	31.873991	31.232395	36.096775
34.006023	34.295296	32.202404	30.017069	34.553318	38.697697	35.804634	31.158955	31.108435	26.774874	32.807228	30.687122	37.059357	31.124372	32.487877	33.772087	31.953861	31.851814	31.150906	36.116936
33.957832	34.306305	32.23046	30.02711	34.488934	38.67968	35.85599	31.200201	31.155622	26.772863	32.820282	30.722334	36.992958	31.081244	32.51919	33.75	31.975927	31.939516	31.170021	36.135082
34.01407	34.326324	32.210423	29.954819	34.444668	38.706707	35.886204	31.233635	31.294176	26.713568	32.96185	30.837866	37.013077	31.118473	32.551514	33.81727	31.994986	31.975807	31.240442	36.17137
34.07739	34.295296	32.091183	29.97289	34.356136	38.710712	35.88419	31.283987	31.338354	26.710552	32.975903	30.889225	37.054325	31.089357	32.550507	33.883533	31.97994	31.934475	31.230383	36.14516
34.065327	34.23824	32.06814	29.886547	34.323944	38.684685	35.83182	31.292044	31.334337	26.684422	32.933735	30.850956	37.004025	31.133533	32.478786	33.78514	31.959879	31.931452	31.093561	36.137096
34.084423	34.25926	32.10521	29.91968	34.265594	38.667667	35.820744	31.355488	31.34739	26.714573	32.960842	30.849949	36.998993	31.165663	32.48081	33.786144	31.99699	31.934475	31.156942	36.034275
34.03015	34.23223	32.095287	29.837349	34.19819	38.65065	35.82477	31.260826	31.320282	26.653267	32.938694	30.74421	36.90845	31.106533	32.438385	33.757027	32.03009	31.934475	31.091549	35.951614
34.031155	34.22923	32.07021	29.812248	34.25654	38.58859	35.794563	31.190332	31.299196	26.63015	32.862312	30.710978	36.871227	31.126633	32.40101	33.71687	32.028084	31.904234	31.090544	35.934475
34.038193	34.158157	32.102306	29.745983	34.19014	38.63964	35.7996	31.183283	31.33534	26.641207	32.807034	30.697886	36.90141	31.054272	32.40404	33.673695	32.02006	31.929436	31.070423	35.92137
34.03015	34.15115	32.078236	29.797188	34.204224	38.614616	35.749245	31.178247	31.324297	26.696482	32.85628	30.68278	36.952717	31.053267	32.444443	33.722893	32.039116	31.934475	31.096579	35.955647
34.07638	34.207417	32.132397	29.812248	34.266598	38.78979	35.747982	31.185297	31.252008	26.736418	32.89648	30.681452	36.967773	31.095573	32.469696	33.69679	32.025074	31.961693	31.087524	35.903225
34.078392	34.157314	32.065197	29.801205	34.336018	38.798798	35.768147	31.185297	31.300201	26.764587	32.972866	30.784275	36.96576	31.055332	32.487877	33.641567	32.107323	31.95867	31.099598	35.934475
33.998997	34.151302	32.047142	29.833334	34.331993	38.79079	35.846775	31.213495	31.252008	26.681086	32.93166	30.790323	36.906345	30.986921	32.50909	33.641567	32.053158	31.918346	31.10161	35.892136
33.970856	34.14028	32.032097	29.7751	34.419518	38.73173	35.872982	31.289022	31.274096	26.730383	32.97387	30.79234	36.9859	31.002012	32.50404	33.575302	32.002007	31.891129	31.066399	35.889114
33.883415	34.17954	32.026104	29.747992	34.297787	38.683365	35.841576	31.22155	31.238192	26.686117	33.04824	30.686491	37.059418	30.934608	32.481293	33.601406	32.031094	31.997982	31.008049	35.91717
33.911556	34.16265	32.10241	29.812878	34.328297	38.82932	35.9181	31.24572	31.31489	26.755533	33.17505	30.724798	37.16129	30.932596	32.431175	33.610443	32.15176	32.137375	31.058409	35.97371
33.908543	34.125504	32.002007	29.746479	34.369587	38.743977	35.98079	31.219536	31.31992	26.729376	33.171024	30.719759	37.039314	30.864185	32.497974	33.611446	32.16985	32.178787	31.03726	36.08089
33.935677	34.070282	31.953815	29.749496	34.39678	38.708836	36.0	31.16717	31.31187	26.711267	33.163982	30.662298	36.949596	30.817907	32.60931	33.618473	32.172863	32.18081	31.111782	36.06168
33.923542	33.963856	31.95377	29.795774	34.444557	38.690453	35.978767	31.205439	31.327969	26.662977	33.172207	30.591734	37.032257	30.929506	32.591095	33.69177	32.157787	32.164646	31.16012	36.024265
