DARPA_1	DARPA_10	DARPA_11	DARPA_12	DARPA_13	DARPA_14	DARPA_15	DARPA_16	DARPA_17	DARPA_18	DARPA_19	DARPA_2	DARPA_20	DARPA_3	DARPA_31	DARPA_32	DARPA_33	DARPA_34	DARPA_35	DARPA_36
32.102894	32.676888	29.083511	29.79476	32.030735	36.158817	33.437366	30.12773	28.778742	26.087948	30.818481	28.74514	33.95914	29.041214	33.514885	33.828415	31.108408	32.761227	32.16129	35.38604
32.034298	32.634174	29.025696	29.854803	31.997805	36.025192	33.463284	30.058952	28.650759	26.065147	30.860287	28.651188	34.013977	29.013016	33.479603	33.862293	31.059734	32.76451	32.144604	35.40676
32.07717	32.64622	28.99893	29.817686	31.98573	35.95071	33.4676	30.027292	28.694143	26.036917	30.810781	28.604752	33.990322	28.940348	33.4344	33.757378	30.997787	32.785324	32.08676	35.4482
32.075027	32.693317	29.089935	29.835154	31.992315	36.03286	33.58703	30.10601	28.746204	26.034744	30.896475	28.658379	34.05484	28.920824	33.4344	33.727867	31.00886	32.76999	31.98554	35.462883
32.135048	32.742607	29.073875	29.802402	32.007683	36.135815	33.632034	30.06776	28.762472	26.02823	30.845816	28.69264	34.084946	28.94577	33.418964	33.668854	30.955704	32.736034	31.938822	35.445415
32.20257	32.752464	29.042826	29.866667	31.974752	36.124863	33.61472	30.12035	28.772234	25.972857	30.834803	28.717533	33.952686	29.029284	33.480133	33.701313	30.978935	32.782036	31.908686	35.502182
32.174706	32.7908	29.053534	29.790163	31.950603	36.06462	33.617966	30.037199	28.870934	25.842562	30.889868	28.729437	33.98817	29.086767	33.433773	33.60941	30.935698	32.739323	31.832962	35.39083
32.185623	32.870754	29.057878	29.88634	32.0055	36.07895	33.680042	30.041666	28.878525	25.967356	30.860132	28.780066	33.984947	29.159609	33.40839	33.573303	31.08102	32.803944	31.904232	35.550217
32.182404	32.8379	28.987139	29.889618	31.939493	36.051537	33.68113	30.07684	28.937094	25.898804	30.955948	28.764896	34.081722	29.19544	33.39404	33.663746	31.143175	32.917854	31.90089	35.605896
32.13734	32.79518	29.010717	29.86776	31.930693	35.99671	33.65076	30.006586	28.981562	25.88357	30.894274	28.760563	34.032257	29.219326	33.407284	33.66484	31.148724	32.93757	31.889755	35.57096
32.0397	32.700985	29.024677	29.86871	31.842684	35.97146	33.598698	29.930845	28.924078	25.827887	30.877754	28.721258	33.921505	29.180239	33.419426	33.606792	31.096666	32.914566	31.81069	35.460697
32.045063	32.647316	29.008583	29.869802	31.80528	35.93963	33.7253	30.010977	28.904554	25.82462	30.882158	28.767643	33.92903	29.173725	33.43488	33.65608	31.063334	32.917854	31.855234	35.497818
32.14485	32.63487	29.070816	29.824945	31.80088	35.958286	33.692726	30.034029	28.950108	25.736383	30.809471	28.793703	33.912903	29.15418	33.465782	33.59474	31.063334	32.88828	31.836304	35.46834
32.162018	32.66886	29.092276	29.809628	31.867987	35.965973	33.756786	30.060373	28.934923	25.738562	30.895374	28.779587	33.99355	29.213898	33.504414	33.582695	31.066668	32.864185	31.876392	35.395195
32.20923	32.717106	29.09764	29.7593	31.887665	35.873764	33.8	30.058178	28.960955	25.77342	30.935022	28.769815	34.128094	29.17481	33.546356	33.54655	31.044445	32.856518	31.915367	35.389736
32.218884	32.663376	29.067669	29.709747	31.865639	35.81449	33.76848	29.951702	28.955482	25.767973	30.902977	28.720955	34.136852	29.091206	33.549667	33.541668	31.033333	32.76451	31.802895	35.348255
32.139484	32.657894	29.069817	29.725082	31.855726	35.80022	33.819565	29.956093	28.947884	25.761438	30.882029	28.744843	34.167027	29.106405	33.52649	33.598244	31.045555	32.727272	31.750557	35.378822
32.16649	32.596493	29.054838	29.68127	31.815876	35.728573	33.76413	29.919868	28.869707	25.76336	30.93488	28.70761	34.210358	29.0076	33.42053	33.50494	31.044445	32.592552	31.690424	35.372677
32.13856	32.558113	28.968817	29.605696	31.78721	35.760178	33.76413	29.96158	28.864279	25.74809	30.937086	28.708378	34.200645	28.95874	33.413906	33.521976	31.032259	32.582695	31.70156	35.39672
32.196564	32.612514	29.007526	29.62322	31.829107	35.66337	33.72826	29.981339	28.87405	25.776445	30.822296	28.684439	34.228695	28.945711	33.36424	33.51868	31.088987	32.65608	31.643652	35.378143
32.197636	32.59056	28.986021	29.581598	31.829107	35.673267	33.75761	29.973656	28.892508	25.713196	30.809052	28.63112	34.252426	28.954397	33.40663	33.50935	31.101223	32.61665	31.631403	35.33698
32.20086	32.706917	28.970968	29.6046	31.793825	35.67877	33.845654	29.969265	28.93051	25.753544	30.791391	28.61371	34.193096	29.014114	33.32265	33.530254	31.077864	32.599125	31.678173	35.36652
32.225563	32.74314	29.027958	29.561884	31.864388	35.669968	33.75326	29.993414	28.9924	25.730644	30.901766	28.589771	34.230854	29.033659	33.20442	33.49395	31.06674	32.601315	31.667038	35.332603
32.206673	32.739273	29.021505	29.507675	31.884106	35.585903	33.682262	29.967033	28.982609	25.699781	30.839956	28.611778	34.289417	29.052174	33.183628	33.49449	30.982183	32.58114	31.622074	35.322014
32.19268	32.70077	28.976343	29.512062	31.899559	35.59868	33.671383	29.959341	28.994566	25.650656	30.91501	28.65758	34.305614	29.002174	33.099556	33.52533	31.006681	32.571274	31.602007	35.23768
32.254036	32.729374	29.019356	29.424341	31.91722	35.62624	33.669205	30.012089	28.963043	25.62227	30.895144	28.625954	34.326134	29.06413	33.1073	33.601322	30.978842	32.542763	31.566332	35.266155
32.235992	32.72827	29.094725	29.429825	32.0221	35.72406	33.68444	30.0044	28.94233	25.602186	30.830938	28.621592	34.34989	29.006521	33.070797	33.618942	31.012249	32.451756	31.63058	35.294632
32.177803	32.686123	29.040949	29.421515	31.967957	35.71713	33.717865	29.955996	28.925926	25.568306	30.807735	28.651747	34.38121	28.956522	33.052048	33.643883	31.02784	32.39693	31.663687	35.263966
32.21013	32.68502	29.082973	29.39078	31.99779	35.843094	33.679737	29.950495	28.922657	25.619673	30.767956	28.633188	34.34017	28.979347	32.730896	33.733185	31.033407	32.048244	31.675978	35.168674
32.206898	32.748623	29.0625	29.375824	32.025444	35.832043	33.6939	29.961496	28.945534	25.605465	30.733702	28.567686	34.41469	28.96848	32.76744	33.70893	31.076923	32.05921	31.705816	35.18092
32.22737	32.73098	29.131466	29.348352	31.97124	35.78895	33.66122	29.950495	28.899782	25.56612	30.724861	28.560043	34.453564	28.970652	32.702103	33.662624	30.738016	32.127193	31.685682	35.096493
32.188576	32.661522	29.068966	29.384615	31.879425	35.655247	33.533768	29.89329	28.748365	25.535519	30.706078	28.49345	34.411446	28.902174	32.658916	33.615215	30.725752	32.06798	31.642057	35.010963
32.1726	32.581036	29.007551	29.40879	31.851606	35.534805	33.53217	29.836084	28.754635	25.544262	30.66409	28.466158	34.396328	28.857609	32.65116	33.56009	30.729097	32.04057	31.670773	35.032932
32.173866	32.60596	29.025917	29.351648	31.992239	35.49724	33.544167	29.802864	28.811136	25.612022	30.65376	28.436682	34.452972	28.88913	32.65227	33.584343	30.705687	32.15022	31.645018	34.98573
32.01188	32.63466	28.9838	29.247253	32.0	35.438053	33.524536	29.648678	28.734716	25.580328	30.619469	28.402838	34.474594	28.95326	32.732006	33.529217	30.73326	32.184414	31.582306	34.98132
32.157837	32.878586	29.202162	29.33956	32.215076	35.513275	33.5747	29.823595	28.76612	25.780088	30.868217	28.459017	34.63528	29.083786	32.736435	33.5215	30.751116	32.341385	31.609182	35.23102
32.085407	32.910595	29.164324	29.308792	32.17073	35.47345	33.560043	29.637266	28.737705	25.778751	30.860466	28.383606	34.58766	29.045752	32.872505	33.511578	30.722097	32.35565	31.632698	35.30473
32.22054	33.014366	29.068182	29.293407	32.17647	35.554817	33.689617	29.637266	28.749727	25.779846	30.822813	28.372677	34.550865	29.047983	32.81153	33.53914	30.774302	32.34797	31.55991	35.288227
32.21081	32.98453	29.054113	29.22967	32.11321	35.566998	33.65246	29.542448	28.778143	25.785322	30.830564	28.430601	34.548702	29.06652	32.848114	33.52591	30.760895	32.37651	31.544233	35.32233
32.24	32.902763	28.935064	29.241758	32.012207	35.585827	33.63497	29.568909	28.792349	25.764513	30.809525	28.419672	34.478355	29.043621	32.82705	33.533627	30.785475	32.354557	31.567749	35.244225
32.235676	32.918232	29.085497	29.320879	32.146503	35.576965	33.785793	29.810364	28.829508	25.71851	30.869324	28.555191	34.425323	29.079607	32.858093	33.54024	30.729609	32.50933	31.535275	35.460945
32.198917	32.855247	29.096321	29.286814	32.124306	35.533775	33.70929	29.737597	28.753006	25.72289	30.880398	28.518032	34.46645	28.962923	32.81153	33.59713	30.709497	32.445663	31.55879	35.49725
32.10054	32.855247	29.034632	29.221977	32.073254	35.483944	33.662296	29.654907	28.671038	25.663746	30.81949	28.40765	34.373375	28.905125	32.742794	33.60044	30.705029	32.406147	31.521837	35.5022
32.043243	32.888397	29.149351	29.346153	32.047726	35.53267	33.700546	29.699007	28.653551	25.778751	30.877077	28.430601	34.49026	28.93566	32.748337	33.845303	30.852514	32.518112	31.658455	35.671806
32.07027	32.89282	29.132034	29.323076	31.968924	35.482834	33.638252	29.659317	28.574863	25.696604	30.916943	28.46011	34.442642	28.898582	32.758316	33.86409	30.75866	32.50604	31.605824	35.621147
31.943785	32.897236	29.068182	29.214285	31.946726	35.41196	33.669945	29.598677	28.501638	25.665937	30.972315	28.473225	34.444805	28.860415	32.686253	33.914917	30.818995	32.488476	31.546473	35.64427
31.944864	33.009945	29.138529	29.196703	31.910099	35.4773	33.62623	29.611908	28.531147	25.645126	30.987818	28.52459	34.458874	28.862595	32.706993	33.928177	30.806704	32.553844	31.556551	35.67511
31.945887	33.024338	29.122427	29.215385	31.994452	35.369877	33.62295	29.587196	28.496717	25.64184	30.96124	28.527351	34.378788	28.844978	32.661488	33.878452	30.82905	32.51099	31.538633	35.602425
32.010822	33.07854	29.138678	29.247253	32.08324	35.33555	33.665207	29.58499	28.60394	25.646221	30.929125	28.562363	34.38245	28.947598	32.705883	33.85304	30.881565	32.51978	31.537514	35.614536
31.952381	33.147125	29.145178	29.27033	32.013317	35.27021	33.708973	29.611479	28.560175	25.710844	30.805094	28.473742	34.290356	28.817686	32.650387	33.860775	30.772066	32.521976	31.545353	35.638767
31.970747	33.140488	29.175705	29.304731	32.070076	35.340355	33.738224	29.643093	28.63676	25.646221	30.79845	28.50931	34.260303	28.814411	32.570477	33.84641	30.822346	32.467033	31.618834	35.662994
32.010834	33.13385	29.201735	29.275028	32.057842	35.36142	33.722893	29.628729	28.59628	25.705366	30.751938	28.553122	34.18872	28.7631	32.504993	33.81326	30.852514	32.452747	31.575111	35.70925
32.078007	33.099556	29.17462	29.262926	32.00556	35.258316	33.711937	29.660774	28.612692	25.62322	30.693245	28.519167	34.196312	28.777292	32.4717	33.763535	30.856983	32.410988	31.52018	35.60022
32.177876	33.220375	29.210413	29.276127	32.024498	35.341465	33.7807	29.715708	28.568928	25.601974	30.684036	28.58443	34.292072	28.813318	32.602222	33.77987	30.93736	32.40154	31.58586	35.70893
32.21258	33.323368	29.223427	29.321232	32.06912	35.298225	33.895718	29.827435	28.514223	25.570175	30.63969	28.75	34.294567	28.933407	32.68222	33.806416	30.989933	32.332233	31.527496	35.68688
32.220173	33.279068	29.213665	29.349834	32.08473	35.33703	33.902306	29.838495	28.57768	25.553728	30.65521	28.794956	34.301086	28.906113	32.73111	33.855087	30.95302	32.341034	31.549944	35.696804
32.223427	33.282703	29.225842	29.39934	32.105907	35.458378	33.936264	29.943521	28.56127	25.574095	30.727272	28.828947	34.309032	28.918121	32.755283	33.887043	30.980963	32.32233	31.52413	35.69901
32.22451	33.29712	29.260586	29.39824	32.10368	35.513874	33.942856	29.972315	28.543764	25.63337	30.681818	28.842106	34.273125	28.894104	32.75417	33.84607	30.986563	32.330032	31.52862	35.641674
32.206074	33.30599	29.350706	29.358635	32.21182	35.53607	33.972527	30.022148	28.560175	25.64325	30.676275	28.83443	34.27965	28.866812	32.737488	33.843853	31.0	32.355335	31.484848	35.67365
32.17462	33.388027	29.404787	29.322332	32.180603	35.46726	34.003296	30.027685	28.503283	25.641054	30.610865	28.789474	34.136017	28.82751	32.816257	33.854927	31.087444	32.343613	31.61504	35.74062
32.196526	33.40798	29.37255	29.328934	32.256695	35.430634	34.004402	30.014397	28.523548	25.634066	30.683685	28.775219	34.08052	28.831879	32.78953	33.919067	31.003366	32.38258	31.6	35.644592
32.260586	33.441242	29.433552	29.40264	32.25558	35.384018	34.040703	30.054264	28.577217	25.601099	30.684795	28.811403	34.11534	28.804585	32.809578	33.930157	31.071829	32.3925	31.620224	35.65894
32.282303	33.45898	29.395424	29.424643	32.2154	35.39	34.022003	30.026608	28.569551	25.569231	30.593784	28.767544	34.11752	28.731441	32.866222	33.85255	31.056116	32.38521	31.604494	35.60044
32.318134	33.423973	29.448801	29.434544	32.214287	35.365555	34.029736	30.064373	28.58114	25.53077	30.5394	28.813393	34.10011	28.792349	32.832775	33.880264	30.97643	32.40618	31.611237	35.56733
32.173725	33.36515	29.444445	29.40924	32.164062	35.374443	33.94163	30.01554	28.526316	25.474726	30.520533	28.811197	34.07073	28.748634	33.158306	33.87029	30.891134	32.707504	31.52472	35.512142
32.156353	33.414444	29.424837	29.426212	32.15848	35.36151	33.949284	29.960045	28.539474	25.557142	30.528301	28.767288	34.088234	28.767214	33.22185	33.941177	30.910112	32.700554	31.469664	35.541943
32.11075	33.36	29.382353	29.39978	32.135044	35.36151	33.969128	29.935627	28.463816	25.526373	30.508324	28.715696	34.148148	28.719126	33.18283	33.967815	30.88427	32.655247	31.452808	35.49448
32.129208	33.453335	29.331154	29.410793	32.110493	35.410458	33.941566	30.041065	28.436403	25.503296	30.467258	28.726673	34.200436	28.699453	33.21962	33.8879	30.97191	32.716022	31.477528	35.483444
32.198696	33.37	29.300653	29.438808	32.0904	35.47497	33.82249	29.962265	28.421515	25.38284	30.385128	28.717892	34.262527	28.68162	33.190636	33.98	30.940382	32.757744	31.488764	35.513813
32.18567	33.43111	29.397604	29.45204	32.11607	35.52169	33.845646	29.99778	28.375412	25.453245	30.436182	28.765093	34.340958	28.643326	33.186176	33.974445	30.95838	32.77987	31.530336	35.543648
32.106407	33.444443	29.40196	29.422737	32.145252	35.516705	33.795807	29.882223	28.39078	25.488424	30.499445	28.791208	34.275898	28.641138	33.20624	33.961113	30.887514	32.768806	31.5191	35.554695
32.040173	33.434444	29.397604	29.427153	32.017876	35.3608	33.76269	29.845556	28.402855	25.384785	30.467258	28.76923	34.327152	28.62035	33.17057	33.953335	30.95838	32.721237	31.473034	35.50939
32.047825	33.426666	29.464052	29.39558	32.006702	35.34521	33.80663	29.884315	28.421515	25.451933	30.420643	28.714285	34.294437	28.690033	33.28205	33.954445	30.966253	32.757744	31.41236	35.48398
32.03152	33.48441	29.48855	29.383425	31.974274	35.3196	33.769913	29.904232	28.424643	25.438538	30.501112	28.672167	34.287117	28.756578	33.218506	33.945557	31.037163	32.76217	31.22472	35.420353
32.01413	33.476616	29.440567	29.4663	31.91499	35.271713	33.74668	29.840757	28.426842	25.406424	30.416666	28.728273	34.254368	28.760965	33.101448	33.831112	30.993244	32.77323	31.184269	35.441372
32.03587	33.50334	29.525627	29.509392	31.869127	35.242764	33.71239	29.834076	28.41254	25.41639	30.466667	28.760176	34.272926	28.767544	33.157192	33.844444	31.052927	32.759956	31.213484	35.528763
32.066303	33.471046	29.577972	29.509392	31.89709	35.262806	33.74668	29.96767	28.423542	25.433481	30.532223	28.741474	34.26856	28.777412	33.158306	33.86222	31.014639	32.722343	31.222471	35.438053
32.041306	33.50279	29.556768	29.412155	31.91387	35.315495	33.745575	30.029018	28.454845	25.487778	30.57842	28.829294	34.379234	28.819979	33.217632	33.983295	31.105976	32.81818	31.167416	35.480087
32.03913	33.59643	29.533842	29.4663	31.96868	35.440357	33.766594	30.050222	28.435022	25.512222	30.669634	28.719164	34.440437	28.930845	33.27232	34.02227	31.162346	32.780487	31.220224	35.565266
32.023914	33.603123	29.473799	29.3558	31.900448	35.447044	33.69248	30.040178	28.386564	25.443333	30.590656	28.618942	34.32896	28.899012	33.236607	34.021156	31.154453	32.73725	31.191011	35.57633
32.026115	33.599777	29.46834	29.337017	31.89038	35.37124	33.730087	30.0625	28.31718	25.386667	30.572859	28.628855	34.261204	28.926455	33.219868	34.020046	31.111612	32.658535	31.177528	35.540928
32.062023	33.65106	29.477074	29.324862	31.970917	35.389076	33.78982	30.084822	28.295155	25.396667	30.61624	28.6674	34.234974	28.931942	33.274555	34.057907	31.149944	32.669624	31.198877	35.568584
32.035908	33.641026	29.515284	29.367956	32.059284	35.363434	33.811947	30.147322	28.363436	25.44	30.619577	28.72467	34.214207	28.96707	33.248882	34.05011	31.229988	32.692905	31.289888	35.594025
32.041348	33.603123	29.58297	29.479559	32.11745	35.25418	33.808628	30.232143	28.371145	25.486666	30.7297	28.75771	34.197815	28.95719	33.264507	33.993317	31.255919	32.74612	31.288765	35.678097
32.079433	33.60981	29.60262	29.452435	32.152126	35.315495	33.809734	30.235754	28.480705	25.44111	30.608454	28.754135	34.25711	28.996704	33.26704	33.965477	31.293453	32.748337	31.257303	35.704647
32.116432	33.585285	29.649563	29.488937	32.166668	35.33779	33.80531	30.192179	28.51268	25.445555	30.56396	28.762955	34.195843	29.037363	33.227932	33.909798	31.272009	32.774944	31.2191	35.717922
32.13493	33.458195	29.578602	29.465708	32.08613	35.285397	33.786503	30.18324	28.497244	25.428888	30.541714	28.715546	34.19256	29.00989	33.223465	33.884186	31.248306	32.7051	31.17191	35.693584
32.05223	33.45931	29.548035	29.522123	32.07606	35.232998	33.884956	30.126257	28.484013	25.397778	30.543938	28.754135	34.176147	28.991209	33.26257	33.87305	31.282167	32.682926	31.196629	35.693584
31.989119	33.45039	29.474892	29.478983	32.10179	35.24972	33.90929	30.112848	28.463064	25.355556	30.489433	28.696802	34.161926	28.940659	33.309498	33.948776	31.388262	32.63858	31.134832	35.724556
32.07508	33.364548	29.42358	29.474558	32.12528	35.24303	33.858406	30.101675	28.504961	25.35111	30.552837	28.71334	34.296497	28.96923	33.297207	33.9343	31.357788	32.655212	31.13146	35.64602
32.02503	33.369007	29.367905	29.488937	32.081654	35.2107	33.855087	30.115084	28.558985	25.356667	30.571747	28.75634	34.308533	29.026373	33.31285	33.933186	31.335215	32.562084	31.187641	35.594025
32.026115	33.322186	29.427948	29.456858	32.08613	35.234116	33.92367	30.134079	28.593164	25.375555	30.62069	28.820286	34.252735	29.035166	33.297207	33.909798	31.25508	32.600887	31.216854	35.658184
32.104576	33.36009	29.453056	29.45907	32.1085	35.283165	33.959072	30.191061	28.655628	25.39	30.610678	28.862183	34.400436	29.054945	33.36648	33.975475	31.30474	32.5898	31.194382	35.660397
32.120914	33.35117	29.366812	29.454645	32.1566	35.12932	33.917034	30.20782	28.642384	25.438889	30.604004	28.801544	34.458424	28.976923	33.30056	33.93311	31.276524	32.559868	31.177528	35.60398
32.06318	33.29543	29.329695	29.438053	32.13982	35.042362	33.893806	30.231285	28.592714	25.416666	30.57397	28.719955	34.42013	28.965935	33.33631	33.895206	31.239277	32.519955	31.122473	35.568584
32.057735	33.304348	29.302402	29.40708	32.098434	34.901894	33.85398	30.231285	28.60442	25.435556	30.620268	28.795805	34.404163	28.98132	33.338547	33.91639	31.25395	32.53215	31.198877	35.549778
32.09586	33.218506	29.296944	29.417036	32.11521	34.926422	33.806416	30.326258	28.65746	25.45111	30.683743	28.844372	34.446877	29.043957	33.33408	33.86399	31.259888	32.470066	31.144943	35.47013
32.075165	33.19621	29.325327	29.358408	32.1264	35.011147	33.82633	30.365364	28.697237	25.46	30.61804	28.83554	34.409637	29.09121	33.324024	33.899666	31.309605	32.56541	31.169662	35.522125
32.101307	33.14047	29.41594	29.363937	32.095078	35.08807	33.890488	30.320671	28.823204	25.495556	30.730513	28.884106	34.410732	29.153847	33.360893	33.90301	31.266666	32.560974	31.13146	35.540928
32.118736	33.128204	29.405022	29.294249	32.14206	35.044594	33.92248	30.386593	28.759115	25.466667	30.658129	28.896248	34.247536	29.150549	33.353073	33.921963	31.248587	32.455654	31.120224	35.52655
32.191723	33.13155	29.451965	29.231195	32.123043	35.095875	33.98228	30.526257	28.829834	25.425556	30.70156	28.856512	34.21906	29.054945	33.331844	33.88183	31.225988	32.431263	31.153933	35.469025
32.037037	33.12932	29.459017	29.274641	32.18701	35.170757	33.884827	30.518436	28.906076	25.520578	30.581291	28.836645	34.1557	28.994505	33.42394	33.74359	31.264406	32.439026	31.15973	35.441372
31.95207	33.08807	29.502731	29.155039	32.11534	35.117188	33.87043	30.499441	28.885082	25.512793	30.595768	28.830023	34.116226	28.957144	33.409397	33.739132	31.256496	32.362526	31.124859	35.334072
31.921568	33.0904	29.469366	29.158361	32.193947	35.15848	33.889133	30.46085	28.891592	25.550611	30.595768	28.846579	34.127193	28.9923	33.426174	33.71349	31.320904	32.38359	31.141733	35.358406
31.843138	33.00558	29.462801	29.181618	32.107624	35.101562	33.96785	30.42282	28.820797	25.560623	30.565702	28.80022	34.042763	28.964796	33.380314	33.716835	31.331074	32.40244	31.15973	35.33186
31.830065	33.00893	29.484682	29.178295	32.038116	35.055805	33.94457	30.403803	28.809734	25.538376	30.563475	28.772627	34.076756	28.841583	33.340046	33.75251	31.337852	32.372505	31.212599	35.342922
31.851852	32.89732	29.370897	29.163898	31.951794	35.139507	33.82927	30.387024	28.780973	25.47386	30.473274	28.721855	34.014256	28.753576	33.387024	33.754738	31.280226	32.36142	31.262093	35.339603
31.83769	32.762276	29.459518	29.16279	31.991022	35.163128	33.849224	30.419462	28.787611	25.509455	30.573496	28.762693	33.997807	28.717272	33.43065	33.735786	31.303167	32.394005	31.268019	35.37763
31.887554	32.8	29.538883	29.157429	32.00337	35.19933	33.815964	30.504484	28.807308	25.593542	30.489408	28.77127	34.027412	28.69417	33.356823	33.714603	31.32616	32.342953	31.276213	35.359203
31.913662	32.815643	29.599781	29.208426	31.920315	35.28139	33.850334	30.622896	28.871397	25.594654	30.539062	28.697237	34.104168	28.701212	33.38367	33.726562	31.225368	32.3707	31.341986	35.43348
31.914755	32.848045	29.548246	29.291574	31.929293	35.285873	33.859203	30.621773	28.905766	25.600224	30.52067	28.678453	34.13172	28.737597	33.379196	33.77009	31.242355	32.431744	31.391647	35.49002
31.86324	32.831284	29.56202	29.27051	31.96854	35.273544	33.904655	30.53311	28.91898	25.610245	30.54637	28.681768	34.129528	28.78477	33.37584	33.732143	31.267271	32.38735	31.3465	35.3847
31.820568	32.960896	29.59934	29.25499	32.04944	35.30045	33.840355	30.579124	28.963373	25.652561	30.653631	28.66409	34.25247	28.80574	33.497765	33.723213	31.29898	32.495007	31.345373	35.39468
31.811815	32.91732	29.631174	29.216187	31.964045	35.256725	33.771618	30.563412	29.0	25.603563	30.594414	28.656353	34.250275	28.789183	33.53132	33.815643	31.340136	32.56382	31.308126	35.411766
31.772429	32.85028	29.620197	29.18847	31.832584	35.306053	33.73614	30.473625	29.00333	25.538975	30.468157	28.659668	34.230515	28.751656	33.503357	33.808937	31.318594	32.605995	31.283297	35.429523
31.664114	32.943016	29.682766	29.168701	31.869663	35.34529	33.776054	30.488216	29.08546	25.537863	30.548603	28.676243	34.27113	28.740618	33.53027	33.846928	31.282312	32.65889	31.316383	35.538887
31.672867	32.91955	29.725576	29.078802	31.888763	35.393497	33.728382	30.439955	29.028856	25.60913	30.534079	28.62431	34.154774	28.704195	33.578476	33.782124	31.304989	32.68667	31.307344	35.531113
31.661926	32.96201	29.768387	29.055494	31.926966	35.447308	33.733925	30.481482	29.068813	25.642538	30.497208	28.699448	34.16685	28.794703	33.623318	33.795532	31.297052	32.706665	31.374012	35.583332
31.695843	33.044693	29.86169	29.124306	31.973034	35.46973	33.78603	30.556679	29.132076	25.682629	30.513966	28.787846	34.08233	28.785872	33.61435	33.79888	31.3322	32.750835	31.429865	35.57
31.646608	32.959778	29.803513	29.169811	31.873034	35.45628	33.78603	30.54321	29.135405	25.649221	30.497208	28.826519	34.0472	28.725166	33.547085	33.728493	31.390022	32.747498	31.447964	35.55111
31.642233	32.976536	29.768387	29.154272	31.869663	35.401344	33.719513	30.544333	29.08546	25.677061	30.452515	28.837568	33.99122	28.71192	33.5	33.72514	31.40068	32.817574	31.48077	35.603333
31.623632	32.93848	29.816685	29.065483	31.78427	35.34417	33.652992	30.549944	29.01554	25.670378	30.448044	28.814365	33.978046	28.671082	33.23094	33.64469	31.427923	32.35595	31.401585	35.516666
31.49453	32.893738	29.689352	29.007769	31.680899	35.234306	33.659645	30.459034	28.90566	25.632517	30.278212	28.727072	33.892426	28.571743	33.264572	33.53743	31.432463	32.25918	31.325792	35.52111
31.461706	32.837807	29.611416	28.992231	31.7191	35.168163	33.72284	30.453423	28.937847	25.699331	30.273743	28.731491	33.897915	28.57064	33.32809	33.489384	31.45176	32.25918	31.399773	35.47889
31.491785	32.87794	29.664104	29.00333	31.737078	35.112106	33.726166	30.424242	28.967813	25.67372	30.256151	28.766592	33.90879	28.598234	33.348316	33.448044	31.506243	32.279198	31.449604	35.475555
31.489035	32.847706	29.637363	29.006659	31.733707	35.1009	33.70399	30.421997	29.02111	25.683743	30.288914	28.801771	33.90759	28.501104	33.31573	33.36201	31.486946	32.253616	31.476784	35.442223
31.508772	32.839867	29.626373	29.037735	31.63708	35.014572	33.634148	30.444445	29.001112	25.6804	30.278835	28.829458	33.86799	28.5298	33.435955	33.538548	31.423382	32.273636	31.394112	35.442223
31.464325	32.856503	29.729074	28.993341	31.665169	35.044895	33.593784	30.447811	28.991112	25.690079	30.325111	28.790466	33.776432	28.55801	33.458427	33.560402	31.4471	32.35746	31.396376	35.50111
31.469814	32.857624	29.798458	29.00444	31.721348	34.988777	33.71698	30.575758	29.05889	25.74442	30.445566	28.858093	33.970264	28.682873	33.42135	33.46756	31.452787	32.35078	31.392979	35.525555
31.469814	32.838566	29.846916	29.08435	31.764046	35.034832	33.781353	30.640854	29.122358	25.798883	30.491583	28.930155	33.94053	28.730387	33.314606	33.46309	31.454441	32.34744	31.309174	35.57842
31.447859	32.891132	29.75881	29.113207	31.753933	34.967415	33.84667	30.652077	29.218264	25.86018	30.488216	28.927938	33.932747	28.728176	33.351353	33.478165	31.49601	32.34152	31.309174	35.65663
31.47201	32.94276	29.755507	29.00111	31.669662	35.016853	33.967777	30.670034	29.295101	25.863535	30.49046	29.024391	33.883133	28.720442	33.35811	33.49832	31.50399	32.356026	31.30804	35.746933
31.442371	32.93266	29.78304	28.968924	31.653933	34.970787	33.954445	30.64871	29.257238	25.893736	30.514029	29.043238	33.937157	28.706078	33.411037	33.511757	31.419613	32.305805	31.278595	35.698997
31.424643	32.95062	29.788313	28.893452	31.533709	35.0225	33.897778	30.74382	29.236343	25.881298	30.504494	29.096666	33.889626	28.663717	33.402027	33.5084	31.446978	32.264805	31.300114	35.757812
31.40749	32.945007	29.794703	28.977753	31.485939	35.019123	33.886665	30.68504	29.178572	25.936098	30.495506	29.167038	33.843266	28.637875	33.353603	33.43897	31.462942	32.232403	31.322763	35.84375
31.415655	32.879776	29.76464	29.04677	31.403824	35.0	33.901	30.792559	29.193296	25.944944	30.452194	29.160357	33.85177	28.681818	33.333332	33.51906	31.494291	32.205585	31.322763	35.813618
31.488424	32.89101	29.742542	29.063475	31.419573	35.01464	33.95662	30.89177	29.223463	25.921349	30.44207	29.195992	33.884956	28.690687	33.262386	33.440582	31.462328	32.25363	31.279728	35.829243
31.41676	32.868538	29.754696	29.057907	31.382452	34.887386	33.95773	30.86456	29.218994	25.950562	30.447073	29.149221	33.890488	28.75499	33.26043	33.393497	31.408676	32.291946	31.344671	35.835938
