PID4413_Tumor_RNA		PID4418_Tumor_insulinoma_RNA		PID4447_Tumor_RNA		PID4468_Tumor_MTC_RNA		PID4596_13006_Tumor_RNA		PT087_Primary_RNA		PT087_Recurrent_RNA		PT165_Primary_RNA		PT165_Recurrent_RNA		PT208_P1_Tumor_RNA		PT208_P2_Tumor_RNA		PT211_S1_Tumor_RNA		PT211_S2_Tumor_RNA		PT218_Primary_RNA	
102.46273		145.2167		121.88223		121.85193		21.307692		32.264153		33.60609		24.738588		29.895725		132.74031		118.9865		83.094986		55.012577		25.417616	
102.55486		145.14905		122.05991		121.574554		21.341412		32.267296		33.55042		24.761164		29.918665		132.88377		119.161995		82.89666		55.02935		25.422798	
102.51863		144.63847		122.03822		121.38582		21.341412		32.313416		33.589287		24.805815		29.917622		132.68973		118.943924		82.66597		54.87631		25.42487	
102.39648		144.57083		122.266525		121.22732		21.231823		32.301888		33.537815		24.764278		29.907194		132.56079		119.054		82.6357		54.90566		25.467358	
103.05176		144.96617		122.234505		121.37996		21.194942		32.238995		33.611343		24.965696		30.202717		132.90776		118.892006		82.59186		54.913		25.546114	
103.06315		145.13847		121.89463		121.06263		21.128557		32.174004		33.59979		24.991684		30.212122		132.913		118.91277		82.515656		54.995808		25.521244	
103.26398		144.96194		121.70971		121.167015		21.149632		32.16457		33.6313		24.983368		30.184954		133.17943		119.12357		82.76176		54.94864		25.5057	
103.1822		144.93552		121.18285		121.065765		21.083246		32.0283		33.608192		25.060291		30.191223		133.38824		118.997925		82.59352		54.933964		25.527462	
103.14907		144.91861		121.18718		121.37513		21.110643		32.06191		33.559875		25.011435		30.260733		133.44911		118.72897		82.76963		54.939205		25.537825	
103.22981		144.87209		121.08273		121.293625		21.140148		32.054623		33.433823		24.944906		30.270157		133.28647		118.607475		82.651306		54.930817		25.585493	
103.128365		145.0095		120.82006		121.31452		21.094837		32.070377		33.44958		24.95842		30.2911		133.31795		118.41537		82.66283		54.957024		25.559586	
103.05694		145.06343		120.918304		121.279		21.088514		32.017857		33.471638		24.962578		30.27568		133.22874		118.225334		82.60523		54.92348		25.644192	
103.07661		145.27379		120.91313		120.92581		20.93256		31.968487		33.429623		24.922037		30.169811		133.13116		117.99585		82.335075		54.768345		25.707468	
103.01656		145.32558		120.885216		120.46653		20.906218		31.941177		33.461136		24.931393		30.106918		133.21219		117.97196		82.29843		54.809223		25.714731	
103.040375		145.20508		120.71872		120.519875		20.926239		31.87395		33.461136		24.93763		30.121593		133.24895		117.982346		82.174866		54.773586		25.602697	
102.94617		144.8298		120.731125		120.33054		20.892405		31.845589		33.510506		24.85744		29.998951		133.33824		117.830734		82.0		54.484276		25.585062	
103.03209		144.9831		120.542915		120.200836		20.85021		31.793068		33.51996		24.96254		30.045073		133.24054		117.87539		81.94346		54.624344		25.646265	
103.020706		145.10782		120.67425		119.93305		20.784811		31.736345		33.4958		24.917793		29.98218		133.2668		117.63967		81.80524		54.490032		25.651453	
103.00104		145.04863		120.67081		119.58368		20.715189		31.766808		33.5063		24.89386		30.0		133.15231		117.497925		81.641884		54.32004		25.665976	
102.921326		145.16385		120.63872		119.665276		20.77508		31.833858		33.47479		24.907389		30.042976		133.17963		117.196465		81.61675		54.287514		25.673237	
102.81263		145.32452		120.70777		119.63912		20.728617		31.872765		33.429623		24.98335		30.049267		132.93593		117.12266		81.53508		54.27807		25.647303	
102.54244		145.5243		120.45907		119.59728		20.704329		31.84421		33.485294		25.030176		30.17104		132.8582		117.12578		81.28482		54.318993		25.6639	
102.62526		145.58562		120.586525		119.62343		20.72756		31.862104		33.42122		25.019772		30.152151		132.87184		116.85343		81.38325		54.349422		25.639004	
102.37681		145.1353		120.60207		119.24477		20.732841		31.790525		33.411766		25.033298		30.192024		132.94958		116.57276		81.38848		54.24659		25.590248	
102.41658		145.21776		120.72953		118.986404		20.7685		31.687368		33.440125		25.053125		30.20042		132.87816		116.5255		81.448166		54.26023		25.645227	
102.429016		145.09525		120.66943		118.425735		20.678646		31.633684		33.486855		25.013542		30.178385		132.47374		116.44641		81.43141		54.141808		25.635893	
102.492226		145.02013		120.66114		118.488495		20.61628		31.610527		33.354362		24.997917		30.169296		132.44537		116.55671		81.53822		54.117645		25.644192	
102.283936		145.13559		120.721245		118.53347		20.636364		31.585262		33.3796		25.017708		30.129337		132.41281		116.507805		81.47644		54.3708		25.626556	
102.40622		144.857		120.7399		119.042885		20.557083		31.618948		33.354362		24.996876		30.080967		132.24684		116.68054		81.315186		54.436974		25.523859	
102.4342		144.31038		120.700516		118.967575		20.633192		31.587368		33.37119		24.96875		30.085173		132.2563		116.56296		81.23769		54.383404		25.458506	
102.45389		144.57158		120.55855		118.845024		20.571882		31.585262		33.311253		24.864584		30.0		132.14076		116.41311		81.208595		54.390755		25.439253	
102.309845		144.83669		120.83627		119.20105		20.571882		31.578947		33.314407		24.829166		30.056782		132.04306		116.22269		81.4638		54.42542		25.528557	
102.34959		145.14331		120.86839		119.70471		20.541225		31.592632		33.332283		24.896767		30.030527		132.18297		116.1873		81.47429		54.415966		25.597092	
102.21784		144.96709		120.81451		119.73612		20.451374		31.497894		33.25762		24.96559		29.99158		132.0715		115.91467		81.26443		54.35189		25.576324	
102.17842		144.75664		120.64041		119.80524		20.424948		31.429474		33.28		24.865484		29.954737		131.60674		115.76275		81.019936		54.285713		25.58567	
102.12552		144.81615		120.48498		120.00419		20.384127		31.361053		33.269474		24.865345		29.910526		131.33018		115.85313		81.00735		54.185925		25.563864	
102.235725		145.20319		120.43465		119.92977		20.391949		31.383562		33.24421		24.824635		29.88421		131.32071		115.69375		81.01681		54.114494		25.589823	
102.05504		145.43663		120.24274		120.12159		20.344645		31.312237		33.25079		24.88309		29.852633		131.08517		115.484375		81.03256		54.132355		25.631361	
101.98442		145.84239		120.06847		119.974815		20.342524		31.281942		33.25922		24.919624		29.897894		130.70242		115.29479		80.93382		54.158615		25.64486	
101.81705		146.05644		119.88577		119.66317		20.336517		31.250528		33.221287		24.973904		29.82842		130.71579		115.433334		80.77626		54.30042		25.577362	
101.758835		146.11395		119.818275		119.64743		20.2678		31.211416		33.11275		24.967607		29.76421		130.89778		115.44271		80.82143		54.362396		25.652807	
101.76587		146.02663		119.95016		119.184875		20.195538		31.124735		33.057957		24.98328		29.702105		130.745		115.34896		80.56092		54.26891		25.648283	
101.927086		145.59212		119.89512		118.707985		20.16897		31.125925		33.0		24.920586		29.700737		130.5511		115.31458		80.64811		54.211136		25.675	
101.71562		145.75612		119.92108		118.49055		20.199787		31.022223		32.938885		24.898642		29.663857		130.28557		115.29063		80.42647		54.211136		25.644793	
101.775		145.81256		119.713394		118.26471		20.164719		30.942858		32.92405		24.895506		29.6196		130.24341		115.22188		80.242645		54.244747		25.634375	
101.657295		146.13205		119.89823		118.234245		20.057386		30.840212		32.851265		24.969696		29.667017		130.18565		114.93229		80.25525		54.27521		25.578125	
101.68542		146.00851		119.880585		118.0042		19.981934		30.728043		32.82154		24.965517		29.67861		130.18881		114.729164		80.2408		54.244747		25.548958	
101.45937		145.90096		119.975075		117.82143		19.997875		30.607407		32.813095		24.966562		29.634352		130.30907		114.61771		80.21346		54.236343		25.519793	
101.45881		145.58467		120.03635		117.408615		19.903294		30.591534		32.770855		24.926855		29.638567		130.21097		114.49375		80.14632		54.093487		25.4625	
101.51095		145.88806		120.314255		117.23845		19.906483		30.540741		32.825764		24.926855		29.660696		130.2173		114.40312		80.2118		54.07878		25.44375	
101.54384		146.3145		120.638916		117.45378		19.908607		30.533333		32.70116		24.986416		29.72392		130.17932		113.73229		80.054794		54.02626		25.48125	
101.43051		146.14606		120.67846		117.34559		19.906483		30.569313		32.702217		24.971786		29.665964		130.26372		113.770836		80.15806		54.03046		25.430208	
101.35946		146.23561		120.55983		117.32773		19.906483		30.566137		32.64625		24.980146		29.671595		130.07384		113.40312		80.226555		53.960083		25.425	
101.3396		145.99254		120.5973		117.40651		19.863974		30.437037		32.532207		24.99373		29.549103		129.92406		113.1375		80.3393		54.02206		25.33125	
101.427826		145.63432		120.59105		117.39706		19.840595		30.337566		32.55016		24.942469		29.456177		129.64767		112.90104		80.32139		54.04832		25.33125	
101.225945		145.53731		120.48491		117.28151		19.815958		30.380953		32.55544		24.87134		29.419218		129.52003		112.80729		80.136986		53.964287		25.302084	
101.263596		145.09808		120.670135		117.51104		19.771276		30.47725		32.485744		24.815899		29.383316		129.44304		112.94896		80.03267		53.85189		25.289885	
101.53927		145.30383		120.6077		117.56842		19.748936		30.409523		32.5132		24.85445		29.315733		129.46835		112.88854		80.13593		53.766808		25.208551	
101.56754		145.11833		120.79604		117.483154		19.72766		30.419048		32.457233		24.811518		29.296726		129.64029		112.79479		80.14226		53.717438		25.187696	
101.547646		145.5757		120.80729		117.42421		19.747871		30.4582		32.4604		24.79267		29.298838		129.79726		112.657295		79.89462		53.656513		25.159542	
101.518326		145.46162		121.402084		117.667366		19.720213		30.47619		32.466736		24.775917		29.300951		129.81502		112.55		79.80084		53.653362		25.138685	
101.65026		145.1951		121.3		117.746315		19.692226		30.447035		32.41605		24.747644		29.381607		129.91754		112.65		79.90305		53.590336		25.096975	
101.624084		145.09595		121.402504		117.977875		19.679445		30.409958		32.393875		24.8		29.380953		129.8224		112.73854		79.813484		53.634453		25.140772	
101.594765		145.22708		121.616264		117.76396		19.695421		30.457626		32.40549		24.813612		29.362963		129.83298		112.995834		79.82719		53.638657		25.145985	
101.60523		145.0342		121.5537		117.646996		19.678381		30.489384		32.469906		24.895178		29.350636		129.55708		113.09176		79.69231		53.619747		25.201252	
101.47853		144.95299		121.96663		117.3509		19.664537		30.436306		32.397045		24.853249		29.361229		129.55496		113.07091		79.58799		53.542015		25.26096	
101.463875		144.8173		122.17101		117.34247		19.658148		30.462845		32.399155		24.802935		29.38983		129.57248		113.084465		79.42571		53.560925		25.176409	
101.45759		144.82799		122.34724		117.39557		19.66986		30.473461		32.397465		24.825813		29.40509		129.57838		112.85088		79.373024		53.52626		25.186848	
101.60587		145.4909		122.429016		117.59345		19.5623		30.500532		32.438095		24.827911		29.409332		129.73622		112.684044		79.196		53.57248		25.135841	
101.71803		145.54866		122.46555		117.24709		19.525026		30.507446		32.44174		24.78489		29.43054		129.62183		112.83403		79.300316		53.60294		25.155695	
101.84979		145.19359		122.47391		117.28013		19.563967		30.434505		32.372883		24.78699		29.360552		129.7614		112.90605		79.56962		53.632355		25.189133	
101.93908		145.23662		122.580986		116.790695		19.498934		30.530352		32.412075		24.733473		29.362673		129.83669		113.09812		79.62342		53.72584		25.145247	
101.74055		145.11563		122.41066		116.324524		19.473347		30.489883		32.377117		24.775446		29.360933		129.78557		113.198326		79.488396		53.57248		25.187042	
102.021034		145.06538		122.62447		116.3351		19.501066		30.522388		32.365467		24.758404		29.352816		130.00743		113.195404		79.53375		53.48004		25.22257	
102.09885		145.2425		122.507324		116.13636		19.509071		30.504803		32.33192		24.774973		29.315622		129.96709		113.10136		79.299576		53.330883		25.270638	
102.14526		144.76501		122.54869		115.81396		19.557692		30.491453		32.252384		24.739222		29.261423		130.26674		112.869385		79.25317		53.34559		25.315569	
101.6628		144.80365		122.59329		115.50529		19.46631		30.526709		32.220573		24.623554		28.968084		129.7067		112.84431		79.25211		53.26996		25.256008	
101.814545		144.60086		122.6761		115.153275		19.452406		30.595085		32.23542		24.63407		28.92234		129.57066		112.72414		79.025314		53.29937		25.208986	
101.851425		144.61374		122.75262		115.023254		19.406418		30.65812		32.23118		24.60042		28.871277		129.59406		112.67678		79.00844		53.42587		25.203762	
102.31785		144.9324		122.85115		114.62473		19.365776		30.674145		32.281017		24.566772		28.89457		129.54042		112.73508		79.06435		53.566772		25.187042	
102.23442		144.68134		123.23529		114.95556		19.4		30.682692		32.319195		24.622105		28.922258		129.35425		112.93822		78.97996		53.519455		25.23511	
102.10771		144.48499		123.207985		114.773544		19.37647		30.680555		32.26511		24.641052		28.880724		129.22873		112.653404		79.053795		53.451103		25.207941	
102.08765		144.53433		123.30777		114.32063		19.41925		30.634615		32.248146		24.572632		28.734825		129.23297		112.69843		79.1076		53.53102		25.23302	
102.23337		144.55794		123.35121		114.7291		19.373262		30.56517		32.30859		24.552631		28.785942		129.21596		112.90052		79.17194		53.49737		25.258099	
102.25475		144.7103		123.313354		114.63598		19.35508		30.62955		32.243904		24.565264		28.774227		129.15106		112.83665		79.275314		53.47003		25.265413	
102.26639		144.7618		123.59832		114.79365		19.343315		30.701284		32.2983		24.634352		28.730564		129.328		112.91833		79.42027		53.424816		25.281382	
102.26639		144.74141		123.563614		114.75344		19.321924		30.656317		32.305733		24.597471		28.698616		129.29819		112.7652		79.27244		53.348053		25.29498	
102.4127		144.94206		123.628815		114.6589		19.318716		30.614561		32.287685		24.64489		28.75347		129.43663		112.36163		79.444916		53.25447		25.261507	
102.47831		144.9764		123.660355		114.69068		19.167915		30.555674		32.346073		24.74078		28.764141		129.47975		112.45283		79.51377		53.28286		25.243723	
102.40635		144.8251		123.74869		114.52648		19.126204		30.588865		32.37792		24.70706		28.731056		129.53305		112.24423		79.31356		53.208202		25.187239	
102.35979		145.07832		123.947426		114.28178		19.09091		30.642399		32.414013		24.652266		28.665955		129.51067		112.05136		79.17585		53.09043		25.201883	
102.32169		144.86588		123.85278		114.32627		19.059893		30.688437		32.381104		24.559536		28.641409		129.28677		111.81971		79.03708		53.031548		25.196653	
102.137566		144.12245		123.95163		114.0339		19.00107		30.79015		32.42933		24.586933		28.611526		129.14499		111.43501		78.90678		52.946373		25.143305	
102.261375		144.25887		123.97792		114.006355		18.937967		30.75803		32.46971		24.595364		28.622198		129.29456		111.43187		78.79661		52.93901		25.111925	
102.325554		144.88829		123.86751		114.91516		18.918716		30.702036		32.4729		24.674395		28.678762		129.05229		111.52306		78.606995		52.80126		25.099373	
102.478264		144.4361		123.57263		114.19512		18.862032		30.65702		32.333687		24.663857		28.661686		128.99466		111.31971		78.51165		52.870663		25.16841	
102.48781		144.38454		123.52947		114.43054		18.857754		30.587353		32.217854		24.668072		28.616863		128.92209		111.254715		78.51377		52.753944		25.161087	
102.33934		144.34694		123.82316		114.34358		18.840641		30.551983		32.16897		24.618546		28.583778		128.92102		111.096436		78.37288		52.63512		25.156904	
102.182396		144.38171		123.918945		114.21103		18.854546		30.509657		32.179596		24.758438		28.537888		128.81216		111.44958		78.29587		52.796627		25.192469	
102.2845		144.08395		124.19178		114.27389		18.796791		30.504292		32.10627		24.738121		28.564568		128.8047		111.23529		78.21231		52.736565		25.144352	
102.11996		144.16684		124.14752		114.396385		18.825668		30.508057		32.029755		24.712778		28.511206		128.56137		110.780464		78.0276		52.746048		25.110878	
102.037155		143.74704		123.867226		114.3018		18.792513		30.508057		32.01169		24.7698		28.442904		128.36285		110.83281		77.97877		52.601685		25.066946	
102.19321		143.93219		123.87882		114.075455		18.772192		30.530613		31.969181		24.77508		28.344717		128.27534		110.769714		78.22081		52.610115		25.028242	
102.024414		144.21959		123.20232		114.19808		18.727272		30.530613		31.982996		24.81415		28.367914		127.70864		110.20505		78.105095		52.480507		24.988493	
102.35494		143.7987		123.610115		114.12566		18.77861		30.547798		31.887354		24.863781		28.392513		127.90182		109.96214		78.09129		52.49315		24.920502	
102.293304		143.38751		123.82824		114.21109		18.80321		30.644087		31.935106		24.758184		28.385027		127.83565		109.77287		78.21868		52.483665		24.91318	
102.394684		143.52206		123.92729		114.28252		18.735828		30.612904		31.939362		24.72017		28.40107		127.943375		109.3754		78.2155		52.664204		24.848326	
102.53298		143.17116		124.14752		114.22601		18.774332		30.666666		31.873404		24.627907		28.343315		127.67201		109.18612		78.35669		52.674763		24.833681	
102.49574		143.08504		124.27081		113.861404		18.75722		30.666666		31.89468		24.624735		28.327272		127.5641		108.90431		78.28981		52.626186		24.8682	
102.224464		142.48224		124.2392		114.06503		18.767914		30.658064		31.915956		24.633192		28.24492		127.37073		108.92429		78.391716		52.523758		24.805439	
102.26808		142.59741		124.26133		113.885925		18.740107		30.612904		31.823404		24.593023		28.136898		127.2062		108.844376		78.38004		52.540653		24.83682	
102.25532		142.57158		124.35511		113.910446		18.764706		30.636559		31.840256		24.556025		28.15508		127.17094		109.38		78.48832		52.512142		24.767782	
102.37766		142.61249		124.316124		113.98827		18.814974		30.64086		31.808308		24.589851		28.205347		127.00641		109.44947		78.45435		52.489967		24.691423	
102.43936		142.4515		124.52215		114.05763		18.827808		30.669537		31.774227		24.575052		28.204279		126.84295		109.44994		78.42251		52.470963		24.708158	
102.62513		142.51186		124.74657		113.99786		18.82032		30.6986		31.779552		24.565538		28.2877		126.98397		109.2255		78.49469		52.414993		24.683054	
102.666664		142.3707		124.69377		114.10352		18.871658		30.72874		31.638977		24.61945		28.256685		127.05342		109.12223		78.66454		52.556496		24.71548	
102.54526		142.45523		124.70961		113.98506		18.832085		30.755651		31.57721		24.563425		28.186096		127.01068		109.05795		78.752655		52.558605		24.635983	
102.49627		142.47572		124.718056		113.78122		18.779678		30.796337		31.554846		24.642706		28.22246		127.0438		109.16561		78.86836		52.666313		24.619247	
102.597015		142.46494		124.98203		114.2062		18.83833		30.718447		31.515442		24.64165		28.235546		127.1859		109.26822		79.077576		52.7962		24.644352	
102.54264		142.53348		125.04123		114.03846		18.762312		30.663431		31.424921		24.642706		28.185225		127.21581		109.17318		79.01594		52.797253		24.61297	
102.504265		142.38336		124.93023		113.88248		18.714132		30.523193		31.485622		24.579895		28.077087		127.24252		109.1246		79.05101		52.883842		24.556486	
102.37527		142.13174		124.89006		113.63034		18.675589		30.536139		31.41853		24.555555		28.10075		127.19124		109.07814		78.98831		52.831047		24.583681	
102.08529		141.77322		124.63742		113.111115		18.618843		30.497303		31.42066		24.462435		28.105038		127.20192		109.04858		78.79171		52.857292		24.63703	
102.07791		142.04103		124.42284		113.357216		18.5803		30.498383		31.394035		24.434921		28.107296		127.00107		109.08237		78.815094		53.07188		24.65795	
101.96158		142.10919		124.34249		113.274864		18.561028		30.545847		31.367413		24.428572		28.059076		126.88034		108.93875		78.81084		53.201904		24.690376	
101.791664		142.02162		124.16596		113.01498		18.653105		30.486515		31.401918		24.4582		28.007519		126.790596		108.80359		78.764084		53.2611		24.64226	
101.95289		141.81622		124.07294		113.05134		18.597431		30.47465		31.485075		24.489946		28.034409		126.73505		108.65751		78.35813		53.254757		24.653767	
101.98287		141.40865		123.84144		112.85668		18.553534		30.461704		31.427505		24.579002		27.929031		126.36966		108.58245		78.27099		53.21142		24.678871	
101.90364		141.36472		124.012695		112.41649		18.57342		30.770227		31.39659		24.906681		27.976318		126.28205		108.47252		78.403824		53.103596		24.709206	
101.74197		141.65005		123.791534		111.87688		18.547695		30.796116		31.394457		24.984093		27.998924		126.209404		108.36892		78.340065		53.04757		24.747908	
101.734474		141.64967		123.93016		111.47645		18.600859		30.805826		31.391258		24.993637		28.029064		126.14637		108.39112		78.40914		52.97886		24.718618	
101.75803		141.45987		123.941795		111.214134		18.592276		30.781013		31.36887		24.95016		27.9817		126.22863		108.105705		78.2678		52.97146		24.62657	
101.52034		141.51843		123.97669		110.74197		18.412018		30.694714		31.318764		24.93213		27.952637		126.21047		107.90486		78.24548		52.939747		24.563808	
101.41649		141.71909		123.881355		110.59743		18.41631		30.695793		31.359276		24.867445		27.990313		126.01068		107.69344		78.25186		52.718815		24.519875	
101.43897		141.64967		123.83033		110.61349		18.393776		30.644012		31.352879		24.874868		27.904198		125.98932		107.428116		78.26249		52.8127		24.512552	
101.37152		141.66486		124.12421		110.24411		18.364807		30.566343		31.460554		24.827147		27.896551		125.8921		107.42918		78.30074		52.674072		24.528242	
101.595924		141.76138		124.315285		109.989296		18.29292		30.568035		31.380596		24.893955		27.905172		125.87927		107.63598		78.37513		52.721695		24.492678	
101.73097		141.59761		124.387474		109.63666		18.116953		30.602592		31.4371		24.866385		27.84806		126.10577		107.633865		78.396385		52.644444		24.417364	
101.630226		141.39696		124.20064		109.969955		18.100859		30.571274		31.420042		24.886532		27.783405		126.19765		107.55767		78.24973		52.57037		24.389122	
101.683815		141.2397		124.01168		110.0161		18.06867		30.552916		31.400852		24.831388		27.743534		126.10256		107.37143		78.16064		52.569313		24.399582	
101.62808		141.0922		123.832275		109.929184		18.077253		30.521599		31.44563		24.937433		27.71444		126.09722		107.58413		78.008514		52.625397		24.354603	
101.86159		140.8937		123.55308		109.80794		18.137487		30.465443		31.502132		24.93001		27.839092		125.88141		107.57037		78.146965		52.72275		24.373821	
101.77336		140.82213		123.28769		110.04194		18.201933		30.428726		31.45629		24.971338		27.886486		125.78953		107.507416		78.0213		52.909958		24.388481	
101.772285		140.52386		123.02654		110.158066		18.215897		30.420086		31.464819		25.024416		27.888649		125.8109		107.206566		77.97977		52.809322		24.388481	
101.462944		140.61931		123.09023		110.46394		18.179377		30.498919		31.438166		25.080679		27.886486		125.73718		106.98941		78.10543		52.81674		24.390575	
101.491394		140.19197		123.04565		110.576965		18.136412		30.440475		31.447762		25.044634		27.88528		125.49786		106.943855		77.81257		52.740467		24.359161	
101.530106		140.22017		122.77813		110.22282		18.142857		30.372293		31.485075		25.045696		27.841991		125.45299		106.83581		77.842384		52.760086		24.353928	
101.48495		140.10521		122.862		110.14332		18.103115		30.3842		31.511726		25.030819		27.86039		125.410255		106.71716		77.747604		52.728237		24.343456	
101.69678		140.32104		123.09352		110.04202		18.098818		30.459957		31.47548		25.075531		27.902597		125.50214		106.67055		77.66986		52.814224		24.329844	
101.56559		140.154		122.72795		109.804955		18.045113		30.41775		31.436033		25.101065		27.88528		125.313034		106.65678		77.51437		52.729298		24.350786	
101.74624		139.83061		122.505844		109.37931		17.980665		30.386364		31.446695		25.127659		27.8658		125.14423		106.80191		77.42066		52.648247		24.390985	
101.75376		139.84583		122.58023		109.63577		17.951664		30.29329		31.440298		25.159744		27.834415		125.04487		106.81144		77.358894		52.734325		24.415094	
101.639786		139.80435		122.63124		109.653725		17.904404		30.265152		31.39872		25.13951		27.859308		125.11005		106.56038		77.396164		52.81509		24.362684	
101.90097		140.03917		122.80319		109.54908		17.928034		30.348484		31.46162		25.206602		27.91775		124.96047		106.69915		77.34862		52.751328		24.393082	
101.61249		140.10991		122.775536		109.62703		17.911922		30.371212		31.477612		25.27689		27.952381		124.78739		106.78919		77.17911		52.74228		24.309225	
101.745964		140.22089		122.76596		109.431816		17.94522		30.397617		31.41791		25.277956		27.965368		124.54701		106.86546		77.12687		52.821087		24.403988	
101.80947		140.17192		122.63936		109.29437		18.033297		30.388948		31.44563		25.33014		28.012987		124.53846		106.59746		77.11727		52.7689		24.435467	
101.94833		139.8814		122.84042		109.25217		17.994629		30.470205		31.30597		25.353567		28.012987		124.67666		106.54555		77.13113		52.664536		24.434418	
102.11518		139.99782		122.836174		108.9881		17.965628		30.474539		31.283583		25.355698		27.964285		124.25589		106.62394		77.132195		52.69542		24.454355	
102.0775		139.74538		122.98511		108.62446		17.895811		30.481041		31.224947		25.336887		27.959957		124.170235		106.60169		77.02559		52.783813		24.478489	
101.79978		139.64488		122.69329		108.16342		17.887218		30.446371		31.34792		25.298508		28.00433		124.029976		106.52119		77.012794		52.702877		24.52521	
101.52422		139.5		122.75719		108.0368		17.851772		30.3987		31.306297		25.282516		27.88528		123.71092		105.88665		76.817696		52.681576		24.514706	
101.52745		139.53159		122.61235		107.90909		17.82258		30.348862		31.394876		25.271854		27.922077		123.769806		105.754234		76.82836		52.67625		24.477942	
101.405815		139.47603		122.59851		107.70671		17.762365		30.537378		31.406616		25.268656		27.8842		123.66809		105.5339		76.86674		52.625134		24.483158	
101.2282		139.5109		122.64392		107.61755		17.743011		30.499458		31.294558		25.27612		27.891775		123.8287		105.46398		76.817696		52.519703		24.430527	
101.141014		139.66994		122.25906		107.78657		17.762365		30.496208		31.329777		25.312366		27.862555		123.66167		105.6875		76.522385		52.55165		24.393684	
101.22737		139.7658		122.16844		107.68472		17.795698		30.403034		31.311632		25.240938		27.756493		123.61991		105.61017		76.445625		52.47604		24.519495	
101.08944		139.76471		122.004265		107.57313		17.75		30.410618		31.26254		25.252665		27.77922		123.56745		105.84518		76.376335		52.635784		24.61117	
101.01508		138.67757		122.00214		107.40086		17.754045		30.3987		31.235859		25.316631		27.764069		123.513916		105.9034		76.53305		52.51757		24.586933	
100.95367		138.2146		122.12593		107.36403		17.756203		30.438787		31.292734		25.328358		27.835497		123.55032		105.76646		76.50639		52.43131		24.586933	
101.07336		137.97931		121.96798		107.75948		17.717062		30.478872		31.257479		25.301706		27.867966		123.37152		105.58449		76.28785		52.465885		24.550053	
101.07443		138.19173		121.88261		107.84615		17.724623		30.35753		31.120726		25.313433		27.882034		123.30728		105.38151		76.04478		52.410446		24.544785	
100.94606		138.41876		121.80363		107.91332		17.674946		30.374865		31.112179		25.32516		27.86039		123.15203		105.243355		75.93816		52.404053		24.591772	
100.81338		138.57797		122.036285		107.61755		17.607992		30.433369		31.210695		25.340086		27.90909		123.16167		105.235916		76.09936		52.402985		24.562237	
100.74218		138.48091		121.937035		107.61105		17.571274		30.448538		31.162567		25.275053		27.945887		123.26767		105.12009		76.19978		52.34435		24.57384	
100.49083		138.6652		121.844185		107.85466		17.510271		30.413868		31.17647		25.285715		27.932827		123.28908		105.243355		76.26923		52.38593		24.584389	
100.50162		138.7361		121.89114		107.65944		17.515676		30.335861		31.052406		25.233475		27.992416		123.202354		104.85229		76.14423		52.45309		24.552742	
100.54477		138.52345		121.83244		107.79826		17.526487		30.35753		31.084492		25.238806		28.030336		123.16917		104.76833		76.19231		52.403416		24.613924	
100.68108		138.45584		121.83778		107.68872		17.50919		30.396963		31.089935		25.22388		28.0		123.21627		104.6982		76.12073		52.17823		24.625528	
100.53081		138.28136		121.70651		107.8167		17.474594		30.436008		31.07816		25.183369		28.0141		123.11563		104.52816		76.035255		51.975452		24.632912	
100.46429		138.31516		121.635		107.43601		17.398918		30.359003		30.98394		25.167377		27.960955		123.12099		104.322		76.03101		51.944443		24.540085	
100.50108		138.28462		121.66169		107.55206		17.43135		30.36334		30.955032		25.140724		27.952278		123.45289		104.233795		76.07273		51.950855		24.524261	
100.45346		138.46892		121.71078		107.81128		17.391352		30.295012		30.9197		25.132196		27.955532		123.51178		103.89054		76.0631		51.91453		24.552742	
100.483765		138.47983		121.797226		107.45987		17.362162		30.393478		30.844587		25.126865		27.955532		123.73233		103.69076		76.049194		51.91453		24.609705	
100.40151		138.4144		121.70651		107.5494		17.412973		30.383696		30.76956		25.107676		27.953362		123.62701		103.73511		75.85348		51.75855		24.544304	
100.262985		138.39804		121.62967		107.14007		17.404324		30.259783		30.73955		25.039446		27.920824		123.65059		103.65638		75.68556		51.681625		24.539598	
100.054115		138.25409		121.70438		106.97177		17.378378		30.233696		30.705252		25.050106		27.944626		123.65702		103.59574		75.64706		51.646366		24.495249	
100.06385		138.32715		121.434364		107.080345		17.366486		30.266304		30.718884		25.031982		27.906624		123.57127		103.7117		75.36898		51.544872		24.44773	
99.88636		138.08289		121.19637		107.16196		17.430271		30.237215		30.717812		24.953093		27.878393		123.8412		103.412766		75.19358		51.592514		24.41605	
99.7649		137.89531		121.2444		106.81304		17.467028		30.191513		30.62661		24.94563		27.87405		123.751076		103.30106		75.2385		51.55722		24.430834	
99.620804		137.48856		121.23906		107.002174		17.412973		30.073994		30.610516		24.927505		27.861021		123.76288		103.337234		75.31872		51.64454		24.402323	
99.6013		137.5976		121.27215		106.8663		17.49026		30.045752		30.564377		24.988274		27.882736		123.6867		103.35		75.37861		51.61349		24.39282	
99.59002		137.61177		121.083244		106.77283		17.506493		29.93464		30.515022		24.954157		27.904451		123.3412		103.258514		75.42032		51.58351		24.435059	
99.61497		137.79498		120.910355		106.36848		17.479437		29.924837		30.498926		24.946695		27.891422		123.1706		103.142555		75.50107		51.542828		24.340021	
