2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
25.326633	26.71013	27.872746	20.459297	17.357357	37.57057	26.515	33.186	24.656	14.574	24.39257	23.79598	24.893787	34.093185	14.997992	14.432731	20.497498	8.202405	36.25852	49.505	51.789577	27.552553	27.733467	52.012	47.82648	59.306614	73.557556	26.007008	61.328	63.832497	22.601603	28.29	21.421	30.611223	49.012035	23.588	72.332	39.004	20.309	23.541082	28.795795	24.53954	29.297	26.995996	43.774	33.072144	60.214428	35.906532	26.058058	49.91091	46.66433	48.054	48.972973	80.377754	61.4489	62.13427	35.262	25.995996	30.820822	36.445892	40.215	28.717	24.722	51.428856	34.473473	8.837	32.131264	29.366	29.473	29.398397	31.724	32.07207	51.291	35.986	46.02004	37.807423	36.18	34.23046	29.185184	13.254509	71.89089	44.86573	57.837837	36.395397	41.225224	63.995	45.529057	46.147	18.40841	31.791	24.85	24.299	31.883884	25.106106	42.269268	12.522523	39.853	30.291292	7.341	44.880524	26.193193	23.611	33.724724	40.627254	25.808617	22.436436	17.412	30.303	15.096096	54.819	25.565	26.664	7.899	10.865866	34.661	27.835836	68.14214	23.955912	37.341022	15.546092	44.17918	25.918756	33.36473	60.725	14.9248495	21.63015	20.58058	34.1001	39.388	33.627884	35.675377	42.64759	25.258259	32.378757	15.414414	26.542543	12.942885
25.36382	26.737211	27.850702	20.481407	17.319319	37.62062	26.612	33.392	24.692	14.605	24.386547	23.782915	24.976954	34.12024	15.07731	14.431726	20.471472	8.182364	36.16934	49.552	51.688377	27.598598	27.742485	51.972	47.955868	59.187374	73.617615	25.961962	61.438	63.913742	22.56056	28.309	21.454	30.650301	48.992977	23.507	72.397	39.098	20.334	23.492987	28.774775	24.544544	29.204	26.892893	43.682	32.93186	60.252506	35.839195	25.908909	49.83884	46.602203	47.977	48.963963	80.495995	61.42084	62.221443	35.247	25.917917	30.980982	36.54509	40.32	28.752	24.71	51.42986	34.42843	8.813	32.176353	29.424	29.512	29.371372	31.62	32.041042	51.155	36.018	46.0501	37.805416	36.158	34.26453	29.21021	13.280561	71.82683	44.721443	57.885887	36.474476	41.346348	64.027	45.578156	46.144	18.425425	31.85	24.869	24.31	31.959959	25.148148	42.24925	12.55055	39.948	30.238237	7.331	44.91064	26.179178	23.594	33.677677	40.667336	25.845692	22.457457	17.441	30.322	15.096096	54.88	25.51	26.777	7.903	10.890891	34.649	27.82983	68.3003	23.990982	37.277832	15.56513	44.20821	25.8666	33.361725	60.837	14.948897	21.664322	20.632633	34.347347	39.38	33.578735	35.63819	42.77008	25.262262	32.38978	15.448448	26.512512	12.961924
25.454271	26.765295	27.897795	20.518593	17.347347	37.703705	26.689	33.432	24.809	14.636	24.40763	23.746735	24.966934	34.113228	15.098393	14.480924	20.435436	8.1763525	36.236473	49.463	51.68036	27.716717	27.75952	51.965	47.957874	59.187374	73.64064	25.887888	61.395	63.91575	22.58959	28.306	21.487	30.569138	49.01705	23.476	72.51	39.203	20.382	23.483969	28.7988	24.516516	29.14	26.945946	43.645	32.955914	60.297596	35.72965	25.91992	49.77978	46.62525	47.929	48.93093	80.41583	61.232464	62.197395	35.255	25.877878	31.028028	36.533066	40.31	28.678	24.762	51.537075	34.485485	8.793	32.242485	29.58	29.532	29.318317	31.693	32.158157	51.163	36.035	46.15631	37.868607	36.192	34.347694	29.215216	13.267535	71.74074	44.82866	58.00901	36.498497	41.416416	63.956	45.681362	46.194	18.466467	31.963	24.943	24.286	31.941942	25.216217	42.188187	12.552552	39.91	30.243244	7.323	44.99498	26.20921	23.5	33.647648	40.747494	25.829659	22.416416	17.465	30.315	15.152152	54.858	25.554	26.831	7.861	10.847848	34.7	27.88989	68.42943	24.0	37.421265	15.56513	44.22923	25.85657	33.366734	60.953	14.981964	21.706533	20.673674	34.328327	39.462	33.68104	35.6603	42.82229	25.304304	32.44389	15.501501	26.476477	12.941884
25.511559	26.79037	27.91483	20.668343	17.381382	37.665665	26.716	33.558	24.908	14.593	24.427711	23.823116	24.958918	34.106213	15.147591	14.483935	20.418419	8.1763525	36.16032	49.451	51.703407	27.824825	27.880762	51.974	47.964893	59.27555	73.74675	25.88989	61.401	64.01003	22.581581	28.38	21.506	30.46593	49.05717	23.451	72.77	39.254	20.423	23.490982	28.666666	24.48048	29.046	26.893894	43.564	32.826653	60.296593	35.703518	25.867868	49.682682	46.648296	47.899	49.022022	80.541084	61.387775	62.268536	35.333	25.947948	30.843843	36.588177	40.339	28.674	24.884	51.529057	34.456455	8.823	32.361725	29.537	29.569	29.36136	31.733	32.23023	51.329	35.989	46.211422	37.95687	36.212	34.35972	29.311312	13.2715435	71.57157	44.76453	58.007008	36.6997	41.484486	64.233	45.76553	46.302	18.413414	32.032	25.067	24.286	31.96897	25.207207	42.08909	12.589589	40.065	30.195194	7.317	45.11747	26.19019	23.439	33.744743	40.747494	25.721443	22.381382	17.472	30.362	15.128128	54.942	25.512	26.829	7.884	10.815816	34.676	27.81982	68.56457	23.975952	37.551655	15.559118	44.453453	25.958878	33.440884	60.924	14.982965	21.75578	20.717718	34.31131	39.661	33.762287	35.71156	42.968876	25.398397	32.392784	15.545546	26.416416	12.95992
25.61809	26.826479	28.017035	20.687437	17.405405	37.67067	26.821	33.672	24.981	14.624	24.48494	23.907537	25.038076	34.240482	15.161647	14.502008	20.484484	8.192385	36.202404	49.459	51.782566	27.90991	27.907816	51.992	47.960884	59.297596	73.986984	25.934935	61.317	64.06118	22.5996	28.474	21.542	30.491983	49.207623	23.457	72.804	39.193	20.544	23.441883	28.687687	24.475475	29.066	26.807808	43.639	32.7505	60.466934	35.68643	25.738739	49.726727	46.54509	47.891	49.192192	80.47796	61.475952	62.232464	35.454	25.97898	30.87888	36.67034	40.353	28.788	25.08	51.481964	34.55956	8.8	32.352707	29.592	29.608	29.296297	31.767	32.28729	51.482	36.1	46.32966	38.02708	36.291	34.337677	29.374374	13.260521	71.61962	44.855713	57.95996	36.671673	41.52853	64.51	45.872746	46.357	18.403404	32.093	25.074	24.316	32.055054	25.237238	42.156155	12.537538	40.152	30.173174	7.307	45.09739	26.152153	23.428	33.73273	40.746494	25.752504	22.417418	17.475	30.418	15.107107	55.101	25.608	26.908	7.908	10.798799	34.692	27.84985	68.62863	23.982965	37.59679	15.542084	44.59059	26.02307	33.42585	61.026	15.008016	21.865326	20.706707	34.365364	39.866	33.76329	35.744724	43.06827	25.454454	32.462925	15.585586	26.56056	12.941884
25.677387	26.867603	28.0501	20.725628	17.468468	37.772774	26.847	33.82	25.024	14.62	24.47992	23.924623	25.117235	34.270542	15.1556225	14.521085	20.434435	8.197394	36.227455	49.406	51.853706	27.913914	27.945892	51.97	47.84955	59.430862	73.84485	25.87888	61.484	64.00702	22.575575	28.484	21.615	30.551102	49.0672	23.484	72.857	39.161	20.495	23.460922	28.65966	24.447447	29.131	26.877878	43.559	32.768536	60.71944	35.655277	25.726727	49.648647	46.5491	47.881	49.21822	80.33768	61.41082	62.218437	35.336	25.983984	30.966967	36.732464	40.229	28.806	25.145	51.673347	34.684685	8.799	32.408817	29.596	29.535	29.226227	31.691	32.282284	51.634	36.043	46.423847	37.924774	36.256	34.19038	29.477478	13.255511	71.58559	44.761524	57.86286	36.657658	41.475475	64.638	45.953907	46.348	18.377377	32.064	25.034	24.381	32.03303	25.24024	42.107105	12.582582	40.153	30.25025	7.332	45.099396	26.124125	23.534	33.654655	40.782566	25.780561	22.482483	17.461	30.547	15.117117	55.136	25.625	27.007	7.873	10.785786	34.697	27.907907	68.45746	24.048096	37.647945	15.486974	44.51351	26.096289	33.493988	60.968	14.981964	21.928642	20.672672	34.400402	39.921	33.788364	35.801006	43.05823	25.493494	32.477955	15.682683	26.611612	12.947896
25.709547	26.97693	28.066132	20.73367	17.4995	37.853855	26.887	34.021	25.062	14.604	24.557228	23.97588	25.14529	34.29559	15.188755	14.504016	20.54054	8.202405	36.308617	49.369	51.861725	28.004004	27.951904	51.839	47.7332	59.486973	73.82783	25.872873	61.494	63.944836	22.533533	28.592	21.755	30.549099	49.062187	23.512	73.048	39.104	20.51	23.367735	28.711712	24.467468	29.293	26.966967	43.522	32.88878	60.896793	35.615074	25.766768	49.664665	46.426853	48.045	49.284283	80.34569	61.423847	62.03607	35.303	25.976976	31.044044	36.776554	40.283	28.821	25.182	51.612225	34.778778	8.863	32.47395	29.709	29.535	29.163162	31.807	32.34334	51.715	36.032	46.5511	37.871616	36.256	34.289577	29.506506	13.2685375	71.58158	44.74148	57.825825	36.593594	41.67868	64.549	45.95992	46.286	18.426426	32.161	25.095	24.388	32.05005	25.231232	42.182182	12.608608	40.26	30.31031	7.342	45.104416	26.163162	23.633	33.61762	40.821644	25.873747	22.576576	17.516	30.576	15.141141	55.083	25.698	27.04	7.863	10.803803	34.729	27.877878	68.63163	24.032064	37.807423	15.4769535	44.52853	26.09328	33.432865	61.096	15.053106	21.981909	20.694695	34.492493	40.027	33.857574	35.868343	43.085342	25.516516	32.54509	15.738739	26.664665	12.955912
25.80603	26.985958	28.12525	20.753769	17.518518	37.926926	26.883	34.116	25.129	14.603	24.545181	24.011055	25.169338	34.312626	15.241968	14.563253	20.538538	8.216433	36.386772	49.409	51.896793	28.01001	27.928858	51.856	47.737213	59.61523	73.656654	25.867868	61.459	63.941826	22.573574	28.588	21.804	30.688377	49.04915	23.509	73.237	38.997	20.487	23.360722	28.734735	24.462463	29.302	26.847847	43.458	32.946896	60.998997	35.62412	25.747747	49.63063	46.531063	47.999	49.10811	80.43186	61.452908	62.13527	35.288	26.013014	31.079079	36.868736	40.274	28.804	25.215	51.75852	34.74875	8.853	32.486973	29.711	29.506	29.161161	31.899	32.273273	51.705	36.066	46.59419	37.935806	36.305	34.31964	29.605606	13.257515	71.58358	44.84569	57.675674	36.592594	41.65065	64.498	45.945892	46.271	18.434435	32.127	25.165	24.384	32.123123	25.193193	42.14715	12.60961	40.378	30.364365	7.335	45.154617	26.278278	23.611	33.666668	40.867737	25.831663	22.56056	17.494	30.747	15.133133	54.956	25.704	27.013	7.847	10.807808	34.71	28.01001	68.71872	24.047094	37.76028	15.46994	44.563564	26.111334	33.434868	61.157	15.041082	22.01407	20.72973	34.54955	40.097	33.938816	35.884422	43.113453	25.498499	32.599197	15.830831	26.662663	12.972946
25.8402	27.00301	28.082165	20.768845	17.55055	38.021023	26.866	34.117	25.129	14.675	24.564257	24.101507	25.197395	34.3507	15.236948	14.533133	20.531532	8.207415	36.368736	49.396	51.736473	27.956957	27.92485	51.849	47.709126	59.659317	73.51652	25.94895	61.455	63.894684	22.613613	28.695	21.855	30.67936	49.048145	23.521	73.172	38.888	20.502	23.36974	28.735735	24.452452	29.332	26.915916	43.302	32.868736	60.882767	35.594975	25.771772	49.56156	46.49499	48.001	49.18919	80.34469	61.460922	62.01002	35.249	25.998999	31.064064	36.79459	40.259	28.84	25.262	51.79459	34.785786	8.85	32.561123	29.674	29.517	29.142141	31.937	32.26126	51.483	36.025	46.52505	37.818455	36.385	34.3016	29.582582	13.246493	71.47147	44.92986	57.43143	36.52052	41.675674	64.29	45.921844	46.21	18.443443	32.137	25.189	24.357	32.138138	25.27027	42.184185	12.589589	40.213	30.392393	7.317	45.07329	26.365366	23.578	33.564564	40.840683	25.881763	22.528528	17.565	30.745	15.124125	54.858	25.717	27.031	7.847	10.773774	34.632	28.043043	68.529526	24.1002	37.68104	15.463928	44.495495	26.112337	33.26553	61.114	15.046092	22.073366	20.791792	34.546547	40.131	33.9669	35.976883	43.106426	25.514515	32.557114	15.901902	26.692692	12.9499
25.77789	27.059177	28.120241	20.748743	17.559559	38.174175	26.854	34.161	25.223	14.683	24.558233	24.101507	25.258516	34.427856	15.26506	14.54016	20.606607	8.216433	36.282566	49.424	51.792583	27.96897	27.863728	51.727	47.71715	59.64028	73.352356	26.061062	61.487	63.94283	22.608608	28.758	21.909	30.764528	49.001003	23.529	73.274	38.814	20.591	23.396793	28.80881	24.483484	29.383	27.002003	43.17	32.8507	60.98497	35.554775	25.725725	49.472473	46.408817	48.063	49.305305	80.38177	61.322647	62.188377	35.038	26.05105	31.087088	36.7495	40.244	28.885	25.322	51.79459	34.76977	8.844	32.608215	29.73	29.63	29.128128	32.005	32.347347	51.287	35.944	46.582165	37.73621	36.445	34.300602	29.606607	13.209419	71.44945	44.960922	57.51051	36.40841	41.70971	64.298	45.977955	46.144	18.415415	32.144	25.229	24.396	32.162163	25.28128	42.196198	12.601602	40.27	30.463463	7.302	45.06325	26.386387	23.588	33.58759	40.846695	25.901804	22.574575	17.573	30.797	15.091091	54.799	25.666	27.138	7.871	10.748749	34.617	28.05005	68.38538	24.092184	37.780342	15.488978	44.60861	26.21364	33.32966	61.247	15.0721445	22.138693	20.894896	34.641644	40.214	33.922768	36.07538	43.135544	25.552553	32.563126	15.9239235	26.636637	12.96493
25.79799	27.061184	28.183367	20.725628	17.592592	38.164165	26.947	34.194	25.197	14.784	24.567268	24.174875	25.311623	34.493988	15.301205	14.561245	20.657658	8.235471	36.346695	49.512	51.723446	28.023024	27.85471	51.798	47.601807	59.438877	73.25125	26.075075	61.559	64.0662	22.688688	28.821	22.014	30.777555	48.978935	23.55	73.48	38.938	20.584	23.486975	28.871872	24.497498	29.395	27.035034	43.25	32.938877	61.098198	35.516582	25.724724	49.564564	46.411823	48.036	49.31932	80.42385	61.362724	62.172344	35.036	26.086086	31.103104	36.697395	40.305	28.876	25.453	51.804607	34.841843	8.879	32.731464	29.632	29.601	29.13013	32.104	32.45045	51.074	35.959	46.712425	37.821465	36.468	34.28056	29.706707	13.266533	71.43844	44.938877	57.502502	36.46747	41.80681	64.487	45.990982	46.258	18.407408	32.248	25.267	24.403	32.17017	25.334333	42.26827	12.645646	40.241	30.481482	7.293	45.118473	26.444445	23.501	33.560562	40.841682	25.966934	22.611612	17.59	30.843	15.164165	54.736	25.623	27.153	7.876	10.740741	34.587	28.117117	68.4054	24.132265	37.970913	15.529058	44.638638	26.275827	33.331665	61.326	15.178357	22.19397	20.953955	34.7007	40.223	34.028084	36.058292	43.17671	25.58058	32.59018	15.976977	26.664665	12.978958
25.81809	27.034101	28.204409	20.696482	17.663664	38.26026	27.036	34.249	25.149	14.818	24.640562	24.226131	25.329659	34.502003	15.328313	14.536144	20.694695	8.288577	36.362724	49.536	51.71944	28.156157	27.956913	51.833	47.565697	59.401802	73.07908	26.003002	61.497	64.18857	22.762762	28.898	22.093	30.810621	48.95085	23.576	73.561	38.915	20.554	23.459919	28.941942	24.487488	29.444	27.172173	43.154	32.993988	61.10922	35.53769	25.71872	49.51852	46.255512	48.049	49.31131	80.451904	61.42084	62.017033	35.03	26.016016	31.088089	36.766533	40.286	28.872	25.495	51.806614	34.978977	8.867	32.752506	29.749	29.716	29.13914	32.242	32.50951	51.044	36.027	46.911823	37.82347	36.458	34.363728	29.653654	13.275551	71.2012	44.877754	57.4024	36.357357	41.91892	64.63	46.028057	46.158	18.372372	32.175	25.293	24.435	32.194195	25.479479	42.274273	12.710711	40.158	30.4995	7.287	45.09739	26.436436	23.607	33.556557	40.746494	26.091183	22.621622	17.599	30.891	15.193193	54.758	25.685	27.194	7.892	10.707707	34.522	28.089088	68.617615	24.161324	38.012035	15.556112	44.574574	26.256771	33.28657	61.474	15.250501	22.255276	21.002003	34.69269	40.275	34.004013	36.02613	43.220882	25.546547	32.586174	16.01001	26.554554	12.991984
25.773869	27.014042	28.148296	20.633165	17.725725	38.452454	27.148	34.336	25.191	14.859	24.62751	24.18593	25.343687	34.502003	15.347389	14.483935	20.663664	8.269539	36.397797	49.554	51.653305	28.133133	27.985971	51.776	47.497494	59.39479	73.14314	26.065065	61.331	64.07723	22.702703	28.838	22.032	30.801603	48.825478	23.609	73.652	38.91	20.604	23.516031	28.902903	24.506506	29.454	27.334333	43.152	33.11523	61.002003	35.48744	25.622623	49.65966	46.23948	47.998	49.11812	80.27756	61.401802	61.921844	34.916	26.04905	31.135136	36.7505	40.328	28.897	25.548	51.66934	34.981983	8.862	32.851704	29.68	29.689	29.154154	32.303	32.595596	51.082	36.08	46.990982	37.685055	36.508	34.216434	29.777779	13.202405	71.15515	44.922844	57.348347	36.41041	41.91191	64.761	45.998997	46.279	18.354355	32.061	25.328	24.402	32.153152	25.48849	42.253254	12.695696	40.214	30.593594	7.287	45.18675	26.485485	23.864	33.574574	40.733467	26.127254	22.726727	17.633	30.926	15.215216	54.708	25.769	27.18	7.89	10.70971	34.469	27.97998	68.77878	24.17535	38.092278	15.563127	44.64965	26.232698	33.34469	61.469	15.287575	22.255276	21.076077	34.754753	40.402	33.960884	36.023117	43.21486	25.625626	32.547092	16.019018	26.55856	12.991984
25.788944	27.102306	28.176353	20.702513	17.774775	38.492493	27.222	34.502	25.246	14.798	24.636547	24.178894	25.337675	34.544086	15.401607	14.470883	20.750751	8.263527	36.48096	49.655	51.63527	28.253254	27.941883	51.684	47.600803	59.392784	73.07007	26.104208	61.317	64.31595	22.725725	28.889	22.068	30.766533	48.768307	23.65	73.732	38.893	20.608	23.430862	28.905907	24.58058	29.419	27.414415	43.055	33.042084	61.016033	35.378895	25.556557	49.72873	46.12625	47.96	49.06907	80.47495	61.307613	61.731464	34.921	26.046045	31.082083	36.69038	40.385	28.892	25.648	51.69038	34.890892	8.886	32.837677	29.632	29.748	29.137136	32.399	32.63163	51.09	36.125	47.013027	37.68305	36.548	34.21543	29.775776	13.162325	71.092094	44.88076	57.178177	36.55155	41.954956	64.883	45.96393	46.317	18.373373	32.042	25.336	24.391	32.2022	25.533533	42.31031	12.677678	40.323	30.571571	7.287	45.149597	26.510511	23.847	33.53854	40.808617	26.103207	22.723724	17.63	30.913	15.222222	54.765	25.768	27.118	7.883	10.75976	34.465	27.981981	68.714714	24.197395	38.11635	15.667335	44.65666	26.27984	33.332664	61.596	15.308618	22.285427	21.163162	34.887886	40.503	34.080242	36.084423	43.282127	25.736736	32.637276	16.066067	26.474474	13.011022
25.819096	27.15948	28.188377	20.619095	17.788788	38.677677	27.212	34.632	25.322	14.925	24.651606	24.219095	25.366734	34.552105	15.4759035	14.472892	20.71071	8.287575	36.49599	49.718	51.75852	28.258259	27.956913	51.812	47.53661	59.272545	73.21121	26.158318	61.31	64.47342	22.753754	28.98	22.238	30.81964	48.774323	23.714	73.601	38.981	20.617	23.437876	28.964966	24.573574	29.366	27.402403	43.016	33.1503	60.98898	35.38995	25.576576	49.78979	46.11523	47.965	48.958958	80.33768	61.337677	61.733467	34.95	26.13013	31.077078	36.74148	40.363	28.962	25.668	51.787575	34.877876	8.883	32.91483	29.691	29.894	29.14014	32.387	32.744743	51.392	36.154	47.13026	37.72718	36.582	34.268536	29.844845	13.161323	71.18218	44.85471	57.143143	36.567566	42.154156	64.985	45.98998	46.517	18.387388	32.044	25.356	24.398	32.136135	25.600601	42.32132	12.692693	40.174	30.567568	7.281	45.15763	26.743744	23.824	33.586586	40.867737	26.206413	22.641642	17.689	30.958	15.215216	54.781	25.821	27.127	7.89	10.743744	34.52	27.906906	68.75876	24.250502	38.170513	15.715431	44.753754	26.29689	33.304607	61.459	15.390781	22.354774	21.22022	34.967968	40.556	34.135406	36.049248	43.345383	25.858858	32.66032	16.105104	26.541542	13.06513
25.78995	27.210632	28.301603	20.616081	17.811811	38.825825	27.211	34.733	25.341	14.877	24.670683	24.22814	25.431864	34.603207	15.575301	14.480924	20.70971	8.305612	36.483967	49.765	51.77154	28.241241	28.03006	51.784	47.651955	59.277554	73.17117	26.19539	61.347	64.47443	22.791792	29.007	22.291	30.880762	48.74624	23.714	73.526	39.046	20.66	23.438877	28.927927	24.581581	29.376	27.433434	43.018	33.122246	60.816635	35.358795	25.578579	49.664665	46.053104	47.989	48.98899	80.487976	61.43186	61.62525	34.936	26.151152	31.093094	36.868736	40.473	29.082	25.746	51.783566	34.995995	8.924	32.887775	29.805	29.882	29.1992	32.528	32.796795	51.427	36.066	47.147293	37.65095	36.777	34.292583	29.837837	13.199399	71.35035	44.7004	57.158157	36.61762	42.28829	65.182	46.088177	46.555	18.43944	32.128	25.436	24.371	32.14014	25.696697	42.351353	12.714715	40.166	30.612612	7.283	45.168674	26.758759	23.822	33.6987	40.906815	26.211422	22.63864	17.728	30.999	15.232232	54.807	25.854	27.099	7.928	10.735736	34.623	27.926928	69.02803	24.331663	38.28686	15.736473	44.81982	26.341022	33.28657	61.547	15.416834	22.417086	21.24024	35.04805	40.656	34.172516	36.062313	43.33735	25.975975	32.82465	16.13113	26.617619	13.079159
25.79196	27.321966	28.298597	20.56181	17.834835	38.943943	27.195	34.874	25.32	14.951	24.723896	24.264322	25.442886	34.61924	15.598393	14.450803	20.701702	8.328657	36.49499	49.635	51.627254	28.174173	28.11423	51.776	47.6329	59.331665	73.26226	26.16533	61.261	64.39519	22.7988	28.99	22.303	30.812626	48.628887	23.678	73.442	38.982	20.642	23.3998	28.861862	24.597597	29.43	27.487488	43.002	32.98898	60.759518	35.353767	25.604605	49.628628	46.013027	48.027	48.9009	80.2996	61.298595	61.578156	34.806	26.204205	31.091091	36.870743	40.403	29.1	25.713	51.787575	35.007008	8.888	32.826653	29.751	29.854	29.325325	32.442	32.83083	51.461	35.992	47.232464	37.577732	36.833	34.398796	29.818819	13.243487	71.28929	44.708416	57.11011	36.494495	42.36036	65.018	46.168335	46.568	18.389389	32.136	25.42	24.375	32.13113	25.688688	42.27828	12.780781	40.181	30.626627	7.268	45.18072	26.855856	23.79	33.696697	40.861725	26.150301	22.714714	17.687	31.057	15.23023	54.671	25.814	27.097	7.933	10.706707	34.563	27.857859	68.90491	24.327656	38.364094	15.742485	44.735737	26.282848	33.29058	61.703	15.402805	22.469347	21.231232	35.08809	40.669	34.14945	36.106533	43.28313	26.047047	32.81463	16.153152	26.510511	13.113227
25.811056	27.420261	28.371744	20.580904	17.83984	38.96096	27.297	35.134	25.373	14.959	24.810242	24.317589	25.452906	34.621243	15.635542	14.450803	20.72072	8.321643	36.47342	49.602604	51.537075	28.226227	28.279558	51.636	47.677032	59.440884	73.21021	26.217434	61.192	64.37613	22.838839	29.092	22.367	30.851704	48.69177	23.715	73.37	38.955	20.704	23.46593	28.93994	24.555555	29.509	27.542543	43.004	33.027054	60.751503	35.32161	25.777779	49.527527	46.01002	48.082	48.88288	80.40882	61.016033	61.176353	34.608	26.27127	31.168169	36.82465	40.349	29.149	25.834	51.767536	34.95195	8.941	32.825653	29.746	29.884	29.395395	32.44	32.913914	50.904	36.07	47.293587	37.56971	36.831	34.36473	29.82983	13.208417	71.15415	44.699398	56.516518	36.400402	42.385384	64.893	46.13026	46.511	18.432432	32.145	25.505	24.386	32.122124	25.757757	42.28729	12.752752	40.134	30.746746	7.238	45.264057	26.881882	23.768	33.665665	40.87375	26.169338	22.80981	17.776	31.132	15.227227	54.502	25.92	27.086	7.935	10.698699	34.461	27.887888	68.74675	24.331663	38.366096	15.742485	44.782784	26.230692	33.28657	61.638	15.462926	22.59397	21.312313	35.1001	40.754	34.18556	36.0201	43.259037	26.106106	32.807613	16.18018	26.528528	13.161323
