2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
29.869747	31.835245	34.786457	25.632738	21.292454	37.296566	21.036083	38.71651	22.008282	11.737996	27.127235	27.983368	31.140314	36.718784	19.549484	18.023909	26.602497	10.218163	34.604385	45.138252	46.388947	28.912317	33.251297	43.88691	48.683876	54.751587	58.522682	31.120333	58.11146	60.28004	22.669802	33.28496	23.980331	31.239334	40.588234	24.057232	65.95078	32.002087	22.51821	26.605236	32.707726	25.857895	31.210636	28.815126	33.718456	35.671925	59.82755	33.533054	30.104761	43.44701	38.689545	39.739132	40.95339	71.79114	50.87815	50.382137	31.826763	28.260061	32.760914	37.42199	38.808376	29.896801	28.329498	49.729275	42.6632	10.635699	38.638187	34.485893	34.170105	34.40441	41.37304	35.323498	52.144943	39.396267	55.924606	36.63323	41.797325	36.602497	32.77003	13.15465	76.13564	34.176533	49.93692	35.55359	43.80311	69.462265	47.485508	44.843197	20.54373	35.28512	28.09424	26.738415	38.320755	27.805876	38.88418	15.1460085	38.71028	35.650105	6.5680165	42.02294	32.362514	25.084728	30.459978	35.533615	26.344755	25.062693	18.440042	35.661827	16.546972	50.048553	27.849947	28.578077	6.7672954	8.511387	29.040794	28.960375	64.60973	27.42364	41.02411	15.201047	46.259335	25.954973	30.855057	66.37618	18.5683	29.651905	28.145681	41.68267	49.155117	36.88889	40.12421	47.05196	32.97495	40.71459	21.235355	39.24947	15.821918
29.846638	31.809175	34.896873	25.633787	21.320755	37.250782	21.025774	38.84112	21.9265	11.651357	27.17245	27.996881	31.143456	36.698845	19.541237	18.054167	26.524454	10.227796	34.593945	45.103016	46.278416	28.854906	33.37526	43.900524	48.833332	54.874073	58.369072	31.160788	58.298946	60.24347	22.60606	33.29758	24.0559	31.200832	40.586098	24.118626	65.90995	32.072025	22.478668	26.65026	32.72025	25.897894	31.164755	28.844538	33.65902	35.67508	59.933685	33.57293	30.1291	43.508404	38.731785	39.842487	40.914196	71.822784	50.914825	50.363827	31.799793	28.211557	32.715176	37.47225	38.791622	29.915289	28.349373	49.665268	42.676716	10.69311	38.537975	34.467083	34.152576	34.42332	41.409615	35.349842	52.119915	39.498962	55.809425	36.603558	41.754116	36.5692	32.71488	13.161964	76.20737	34.215645	49.97001	35.665627	43.718136	69.416145	47.337475	44.806854	20.500528	35.227886	28.054451	26.76519	38.151993	27.804827	38.8706	15.15021	38.76691	35.626293	6.5972943	42.074112	32.130795	25.096334	30.520811	35.419117	26.264797	25.121275	18.4317	35.772587	16.473904	50.063015	27.84575	28.629784	6.764151	8.562695	29.038744	29.022964	64.702896	27.399582	41.147953	15.211518	46.299793	26.059748	30.95929	66.48577	18.580376	29.716787	28.223959	41.742172	49.10962	36.82328	40.053684	46.984093	32.98643	40.74867	21.263597	39.268497	15.813292
29.864496	31.711157	34.866665	25.633787	21.28826	37.224766	21.001032	38.845276	21.871635	11.686848	27.138802	27.975052	31.055498	36.69465	19.45464	18.08125	26.58897	10.217346	34.596035	45.081165	46.33055	28.85073	33.533264	43.904713	48.896626	54.851696	58.294846	31.264523	58.313683	60.07628	22.524555	33.30389	24.035196	31.115505	40.50909	24.113424	65.95916	32.063675	22.470343	26.655497	32.702507	25.88737	31.139729	28.855042	33.61627	35.676132	60.05263	33.530956	29.995768	43.512604	38.80359	39.87979	40.88771	71.656815	50.7939	50.41207	31.751038	28.189886	32.652805	37.368587	38.754974	29.985537	28.420502	49.674713	42.80873	10.726514	38.56118	34.49112	34.17732	34.435925	41.38349	35.262383	52.10856	39.442947	55.66597	36.677486	41.796295	36.707596	32.73153	13.130616	76.25684	34.231503	49.97208	35.65589	43.78031	69.39245	47.333332	44.759087	20.540655	35.122787	28.037697	26.816685	38.126835	27.714586	38.81677	15.195378	38.67534	35.601448	6.584375	42.035492	32.00824	25.02932	30.561966	35.35609	26.134995	25.055498	18.511992	35.805817	16.473904	50.13547	27.818468	28.617373	6.755765	8.568912	29.030367	29.0	64.68633	27.337866	41.18573	15.256544	46.239628	26.010483	31.00209	66.39199	18.553236	29.69619	28.242708	41.687893	49.138718	36.84656	39.946316	46.94698	32.97495	40.762512	21.296024	39.133194	15.811181
29.864496	31.672575	34.971874	25.561384	21.313417	37.223724	20.981443	38.779854	21.845757	11.730689	27.112513	27.960499	30.974869	36.66212	19.485037	18.136457	26.563995	10.190178	34.415447	45.08325	46.39729	28.812958	33.495842	43.82513	48.899788	54.711864	58.163918	31.154564	58.374737	59.93835	22.592476	33.3102	23.973085	31.167534	40.477005	24.004162	66.04503	32.064716	22.378773	26.685863	32.716076	25.830526	30.959333	28.869747	33.58707	35.78654	60.077896	33.519413	30.028572	43.40021	38.802536	39.915028	41.030785	71.52059	50.80021	50.352757	31.720955	28.24355	32.581684	37.32356	38.79581	29.985521	28.442469	49.540398	42.752342	10.764891	38.512657	34.565308	34.172344	34.389473	41.16301	35.159115	52.11691	39.384853	55.668064	36.75602	41.907406	36.786682	32.612904	13.110763	76.329475	34.426456	50.014477	35.57247	43.71295	69.2256	47.322983	44.798546	20.486801	35.149845	28.034555	26.794027	38.206497	27.732143	38.719463	15.156512	38.60666	35.635612	6.5916667	42.0167	31.813595	24.996859	30.57158	35.271008	26.14434	25.005144	18.513035	35.904465	16.499477	50.10858	27.79958	28.560497	6.755509	8.585492	29.047121	28.894571	64.56832	27.286612	41.11962	15.257591	46.127594	25.965408	30.970741	66.3235	18.52714	29.756952	28.222918	41.607517	49.113873	36.849575	40.08	47.04034	32.908142	40.744408	21.351465	38.89429	15.757384
29.905462	31.654848	35.009377	25.561384	21.33543	37.096775	20.904123	38.699898	21.828157	11.734864	27.116718	28.011435	30.97068	36.610703	19.528439	18.1	26.596254	10.15047	34.324974	45.183334	46.437958	28.829676	33.50208	43.81152	48.908226	54.72352	58.05567	31.153526	58.449474	60.135983	22.584728	33.26393	23.98342	31.12799	40.499466	24.007284	66.25131	32.178497	22.419355	26.658638	32.746346	25.83158	30.990616	28.809874	33.67328	35.686646	60.091675	33.50892	30.206568	43.380253	38.73495	39.943005	41.09342	71.482574	50.794952	50.32154	31.797718	28.227037	32.544224	37.3826	38.793503	29.946226	28.485355	49.607555	42.78564	10.730408	38.45042	34.726227	34.18679	34.32316	41.225704	35.18335	52.22338	39.411827	55.749737	36.813614	41.942387	36.957336	32.562954	13.113897	76.44046	34.37672	50.10031	35.50886	43.736786	69.21744	47.398964	44.888775	20.538544	35.080124	28.097382	26.70031	38.242138	27.807774	38.70704	15.159664	38.59001	35.570393	6.5729165	42.083595	31.77343	25.097382	30.550213	35.307774	26.149532	24.915638	18.547445	35.93977	16.483803	50.136505	27.697796	28.47619	6.778594	8.56373	29.010471	28.907001	64.56107	27.29498	41.176285	15.298742	46.14108	26.001049	31.08682	66.287674	18.482254	29.780413	28.221874	41.604385	49.149067	36.92471	40.11579	47.096603	32.989563	40.8115	21.389528	39.01164	15.746836
29.95899	31.722338	34.91771	25.52571	21.381552	37.22685	20.891752	38.61371	21.887163	11.712944	27.138947	28.039501	31.020964	36.660023	19.489141	18.0875	26.621876	10.110763	34.23929	45.133335	46.432743	28.77534	33.54158	43.85131	48.958817	54.82945	58.052578	30.943983	58.486317	60.145397	22.565899	33.278652	23.97513	31.016666	40.502674	24.021852	66.33822	32.225704	22.455774	26.769634	32.858036	25.891579	31.0073	28.80252	33.70668	35.688747	60.18249	33.528854	30.228813	43.47634	38.763462	40.02697	41.02017	71.41394	50.788643	50.353798	31.837137	28.265223	32.58793	37.34067	38.790356	29.922441	28.593096	49.61175	42.742977	10.706374	38.3154	34.856846	34.216717	34.41579	41.207943	35.136986	52.22547	39.442947	55.754974	36.877487	41.893005	37.096775	32.594173	13.129572	76.438354	34.29312	50.05067	35.60167	43.63109	69.27836	47.290157	44.784824	20.529598	35.08741	28.118324	26.722965	38.279873	27.920168	38.86632	15.182773	38.44745	35.6853	6.584375	41.980145	31.673532	25.075392	30.491453	35.376446	26.191069	24.971193	18.531803	35.905502	16.44514	50.163563	27.738445	28.589027	6.7691503	8.567428	28.969633	28.885057	64.45756	27.365063	41.073452	15.289309	46.204357	26.04717	31.161087	66.32912	18.468685	29.832989	28.170834	41.57829	49.06936	36.961784	40.154736	47.21019	33.00522	40.84755	21.389528	38.979893	15.70886
29.955835	31.682673	34.911457	25.418678	21.34801	37.14048	20.848454	38.517136	21.8706	11.718163	27.136843	27.992723	30.964361	36.59706	19.495346	18.051043	26.621876	10.085685	34.198536	45.134377	46.34515	28.774294	33.579002	43.877487	49.031677	54.878178	58.074226	30.891079	58.430527	60.200836	22.51569	33.196636	24.038342	31.019793	40.53155	23.977108	66.36964	32.23302	22.443289	26.65759	32.837162	25.873684	30.948906	28.812828	33.719208	35.8286	60.081223	33.535152	30.182203	43.52366	38.828934	39.938797	40.985138	71.39071	50.75289	50.422478	31.856846	28.282766	32.507805	37.226414	38.809223	29.895445	28.519875	49.601257	42.749218	10.69697	38.349155	34.863113	34.187824	34.401054	41.1442	35.172813	52.258873	39.518673	55.735077	36.78534	41.864197	37.042664	32.635418	13.118077	76.3509	34.18201	50.071354	35.561	43.6	69.140755	47.152332	44.752598	20.488373	34.969822	28.126701	26.642637	38.233753	27.89916	38.820538	15.136555	38.515087	35.69358	6.5739584	41.975967	31.664263	25.156021	30.467949	35.430073	26.129803	24.934156	18.581856	35.987537	16.46548	50.12526	27.754202	28.582815	6.739769	8.570539	28.95602	28.76698	64.46273	27.400627	41.008396	15.318658	46.179462	26.055555	31.200836	66.48207	18.4238	29.85567	28.114584	41.574112	49.01346	36.95329	40.222107	47.07537	33.01566	40.761192	21.457592	39.033863	15.755015
29.968454	31.734865	34.90625	25.464285	21.33543	37.240376	20.76598	38.373833	21.879793	11.69833	27.183352	28.039501	30.95173	36.557186	19.51913	18.0	26.626041	10.096234	34.204807	45.27662	46.307613	28.761507	33.62643	43.878532	49.060253	54.90456	58.14536	30.935684	58.53263	60.309624	22.565899	33.184017	24.087137	31.06882	40.616703	23.991674	66.47853	32.30094	22.497398	26.7065	32.990597	25.930527	30.97706	28.972631	33.86326	35.852787	60.389652	33.593487	30.191738	43.582546	38.90486	40.00623	40.902336	71.3453	50.783157	50.48387	31.912863	28.33643	32.46875	37.27149	38.87723	29.955486	28.496862	49.607555	42.902084	10.642633	38.381855	34.774296	34.303406	34.450527	41.14838	35.153847	52.479626	39.565353	55.814465	36.925655	41.914608	37.19979	32.870697	13.138976	76.64557	34.277542	50.123062	35.5902	43.70332	69.18697	47.272537	44.836628	20.482029	34.940685	28.172775	26.662886	38.362682	27.888538	38.8444	15.207369	38.46875	35.662525	6.553125	42.01046	31.73299	25.037697	30.508547	35.521557	26.193146	24.98354	18.604797	36.067566	16.49477	50.15114	27.861053	28.584887	6.7366214	8.557632	28.989517	28.803553	64.584885	27.482218	41.018887	15.338574	46.211617	26.078617	31.175732	66.60296	18.465553	29.892784	28.151041	41.560543	49.037266	36.980892	40.289474	47.124336	32.977036	40.826225	21.524607	39.02751	15.817124
29.997896	31.7119	34.885418	25.555672	21.32214	37.21771	20.758514	38.371754	21.879793	11.72025	27.127502	28.033264	30.929623	36.621197	19.566702	17.936459	26.675	10.134031	34.263325	45.203762	46.32951	28.697699	33.586887	43.846073	49.07928	55.02654	58.128864	30.870333	58.61433	60.58115	22.604603	33.1714	24.066391	31.091858	40.670956	23.987513	66.624084	32.304073	22.577084	26.738995	33.017765	25.876842	30.88217	29.1	33.925808	35.950527	60.409714	33.625656	30.191738	43.50999	38.86258	39.992725	40.746284	71.17846	50.704212	50.413113	31.993763	28.379131	32.48021	37.240295	38.820568	30.00621	28.422594	49.63274	43.09479	10.61651	38.324894	34.69279	34.285862	34.41158	41.049164	35.098	52.66004	39.595016	55.90451	36.973793	41.99279	37.279915	32.895725	13.123302	76.85338	34.24894	50.187176	35.558914	43.599586	69.06835	47.21347	44.821877	20.497355	34.985416	28.215933	26.586597	38.590145	27.934736	38.815353	15.143158	38.47604	35.658386	6.510949	42.011517	31.794846	25.13089	30.636753	35.606316	26.220146	25.028837	18.552658	36.200623	16.490585	50.165802	27.94942	28.570393	6.730325	8.571132	29.035639	28.844305	64.64974	27.372385	40.977962	15.346275	46.19917	26.008387	31.228033	66.59768	18.489561	29.94433	28.161459	41.44259	49.122154	36.938427	40.32737	47.185974	32.963467	40.760128	21.568586	39.01799	15.812897
29.919033	31.696241	34.877083	25.493698	21.314795	37.158333	20.759546	38.409138	21.79689	11.701462	27.060062	28.032225	30.92542	36.666317	19.613237	17.921875	26.605207	10.110994	34.285267	45.141068	46.396248	28.757322	33.605618	44.01361	49.070824	55.010616	58.117527	30.769709	58.708115	60.580105	22.629707	33.15773	23.947096	31.098122	40.698822	24.092611	66.74869	32.297806	22.4875	26.784067	33.056484	25.858948	30.89781	29.092632	33.943573	35.978924	60.45512	33.60568	30.36017	43.536278	38.94503	40.14033	40.802547	71.17107	50.61474	50.474506	32.127857	28.444216	32.464584	37.487934	38.85939	30.044514	28.430962	49.720882	43.20855	10.584117	38.32595	34.881924	34.23942	34.449474	41.23117	35.088512	52.82636	39.58048	56.196224	37.30084	42.023712	37.335068	32.803757	13.164054	76.99789	34.20233	50.196484	35.91971	43.811203	69.2755	47.204144	44.916668	20.72381	35.21146	28.20021	26.668041	38.643604	27.961052	39.005188	15.112632	38.677082	35.756477	6.549531	42.040836	31.64433	25.12356	30.740385	35.795788	26.240913	24.962925	18.593946	36.27027	16.528242	50.173058	28.035828	28.68116	6.7313747	8.555555	29.032495	28.884012	64.528496	27.364017	40.87828	15.386149	46.15975	26.073376	31.283472	66.68849	18.511482	30.08763	28.16875	41.66806	49.18737	36.897026	40.36842	47.250797	32.914406	40.83582	21.68377	39.04127	15.842495
29.94427	31.629436	34.79375	25.466387	21.23085	37.13229	20.800825	38.425755	21.822798	11.685803	27.062237	27.974012	30.90021	36.578175	19.581179	17.918665	26.585417	10.1434555	34.33124	44.955067	46.478622	28.719666	33.631634	44.13089	49.079365	55.085987	57.995876	30.727179	58.654373	60.526703	22.622385	33.19579	23.939835	30.980167	40.607716	24.031218	66.89728	32.24974	22.55	26.781971	33.08691	25.820864	30.791449	29.023157	33.935146	36.002106	60.280888	33.505783	30.400423	43.42166	38.884777	40.1632	40.821655	71.12988	50.57263	50.598957	32.120583	28.352272	32.452084	37.5362	38.936974	29.992754	28.44398	49.751312	43.15224	10.545455	38.30485	34.977013	34.14654	34.533684	41.169632	35.047417	52.83682	39.66112	56.161594	37.249477	41.996906	37.329865	32.75574	13.141066	76.99156	34.27966	50.177017	35.930134	43.885773	69.252365	47.159584	44.86875	20.792593	35.259377	28.087002	26.637114	38.624737	27.948421	38.908714	15.105263	38.65	35.683937	6.534932	42.056545	31.625772	25.213614	30.804277	35.837723	26.14434	24.966015	18.55428	36.3368	16.52092	50.19917	28.064278	28.658384	6.7282267	8.613708	29.055555	28.900732	64.59896	27.395397	40.67366	15.3970585	46.09855	26.018867	31.27092	66.838264	18.54384	30.096907	28.102083	41.64927	49.156315	36.937366	40.374737	47.231915	32.933193	40.7484	21.685863	39.121693	15.885835
29.894848	31.556368	34.70729	25.408613	21.188877	37.026043	20.796698	38.4081	21.830051	11.712944	27.044304	27.970894	30.905462	36.64953	19.581179	17.860271	26.515625	10.16754	34.36468	44.854755	46.34515	28.741632	33.405827	44.02827	48.90688	54.87792	58.103092	30.814316	58.624866	60.463875	22.620293	33.181053	23.837137	31.020876	40.659164	24.029137	66.87317	32.19436	22.530209	26.725367	33.041885	25.77766	30.754953	29.0	33.97594	35.95574	60.11193	33.514194	30.34322	43.58675	38.896404	40.200623	40.872612	71.13939	50.618946	50.65589	32.155926	28.421488	32.35521	37.501575	38.986343	30.069359	28.43979	49.706192	43.09802	10.502612	38.36287	34.940437	34.07121	34.57895	41.18429	35.061115	52.871338	39.656963	56.10913	37.269394	41.919586	37.266666	32.66597	13.15883	76.88186	34.341103	50.114906	35.924843	43.865005	69.194534	47.154404	44.84479	20.714285	35.21771	28.036688	26.661856	38.639412	27.873684	39.021786	15.08421	38.725	35.79482	6.5307612	42.093193	31.5	25.135078	30.761497	35.788197	26.181725	24.906282	18.511482	36.411644	16.47908	50.069504	28.060062	28.701864	6.7806926	8.576324	28.97694	28.885057	64.56373	27.436192	40.637985	15.346639	45.84751	26.032495	31.314137	66.915436	18.53549	30.20103	28.076042	41.582462	49.076603	36.962845	40.362106	47.218086	32.886223	40.65032	21.624084	39.15238	15.843552
29.921053	31.58455	34.70729	25.527864	21.240545	36.98854	20.789474	38.464176	21.778238	11.758873	27.069767	28.073805	31.0	36.65615	19.6294	17.845673	26.426043	10.1591625	34.37513	44.947754	46.47028	28.783472	33.399582	44.11309	48.84428	54.996815	57.939175	30.842323	58.77134	60.570232	22.669456	33.094738	23.795643	30.994781	40.737408	24.085327	67.08071	32.261234	22.598959	26.619497	32.98115	25.807165	30.798748	28.96737	33.96862	35.909378	60.16473	33.486855	30.28072	43.638275	39.057083	40.324326	40.935246	71.15734	50.82	50.679874	32.254677	28.554752	32.3125	37.454353	38.987396	30.065218	28.496855	49.72193	43.138687	10.478579	38.277428	35.118076	34.106297	34.73263	41.15916	35.10116	52.859833	39.641373	56.07555	37.27149	41.992783	37.307293	32.610645	13.1494255	76.93565	34.32839	50.1772	35.997913	43.946003	69.1735	47.2114	44.859375	20.812698	35.3	28.119497	26.64433	38.71803	27.917894	38.989616	15.118019	38.741665	35.859066	6.553702	42.14555	31.53196	25.132984	30.808556	35.96101	26.303534	24.870237	18.54906	36.56237	16.50523	50.03527	28.006323	28.792961	6.7932844	8.582555	28.966457	28.84535	64.580315	27.488493	40.69255	15.385504	46.029076	26.077568	31.233507	67.049736	18.626959	30.12487	28.007292	41.590385	49.074535	36.93418	40.48788	47.22021	32.814198	40.641407	21.684816	39.1875	15.866808
29.913685	31.507307	34.55521	25.521557	21.236345	37.013542	20.785345	38.448597	21.745077	11.656576	27.071882	28.067568	30.868559	36.625656	19.637682	17.841501	26.48125	10.150785	34.394985	44.984325	46.433784	28.685146	33.371876	44.063873	48.778603	54.781315	57.951496	30.847511	58.621708	60.704403	22.787434	33.217896	23.766598	31.06263	40.714897	24.117708	66.8543	32.190178	22.607292	26.619497	32.957024	25.905163	30.764091	29.009474	33.935146	35.94831	60.255543	33.535225	30.278603	43.582546	39.020084	40.159042	40.68259	71.029564	50.609474	50.714287	32.06133	28.529959	32.34375	37.328438	38.98004	30.052795	28.499475	49.520462	43.016685	10.495297	38.262657	35.08464	34.039215	34.661053	41.209423	35.11802	52.753925	39.62331	56.174187	37.354298	41.95464	37.18561	32.64927	13.105538	77.01266	34.324154	50.23938	36.04593	43.761955	69.07571	47.146114	44.713543	20.822035	35.407715	28.146751	26.580412	38.67366	27.953684	38.97508	15.085353	38.703125	35.890156	6.555787	42.30157	31.616495	25.301888	30.747593	35.99473	26.358627	24.860968	18.579332	36.59875	16.487448	49.947094	27.830347	28.776398	6.788038	8.590862	28.977987	28.822361	64.671165	27.447699	40.64743	15.424816	46.08411	26.010492	31.254717	67.105934	18.618599	30.063984	28.065624	41.5768	49.148033	36.96709	40.478397	47.238297	32.742172	40.705444	21.70157	38.787075	15.843552
29.990517	31.525053	34.70803	25.59158	21.222689	37.00625	20.745098	38.51402	21.734715	11.6471815	27.098309	28.146723	30.909569	36.673683	19.674612	17.790407	26.55	10.142408	34.40314	45.028214	46.38686	28.713089	33.361835	44.310596	48.76776	54.75159	57.841072	30.909752	58.62803	60.685535	22.791622	33.32421	23.768673	31.112736	40.69132	24.178125	66.866875	32.185997	22.608967	26.58805	33.10189	25.905163	31.037617	28.952631	33.958115	36.00211	60.21753	33.533123	30.407839	43.47003	39.051796	40.22349	40.617836	71.063354	50.558483	50.785194	32.111343	28.540848	32.479668	37.37185	38.942226	30.0176	28.440714	49.596638	42.949947	10.555555	38.116035	35.198746	33.954594	34.69547	41.224083	35.218124	52.82932	39.75442	56.376705	37.38994	41.97523	37.18874	32.682007	13.124347	77.29462	34.26695	50.294605	36.159706	43.903328	69.16842	47.15888	44.708332	20.893955	35.39416	28.127882	26.67732	38.80147	27.877895	39.042618	15.049526	38.724712	35.877594	6.5945663	42.34869	31.747162	25.403988	30.732334	35.96628	26.401247	24.872297	18.592901	36.673595	16.492678	49.916927	27.829113	28.835234	6.788038	8.584631	28.94019	28.802507	64.618256	27.448744	40.73109	15.438486	45.93354	26.012592	31.207546	67.15588	18.589958	30.04644	28.096975	41.623432	49.04348	36.9586	40.63713	47.292866	32.774296	40.779083	21.743967	38.71686	15.826455
29.962065	31.5256	34.7268	25.66	21.234243	36.9875	20.773994	38.47352	21.761658	11.658664	27.096195	28.18125	30.917894	36.68737	19.701244	17.812304	26.516163	10.15288	34.453403	45.050156	46.393528	28.766493	33.311783	44.32004	48.663837	54.804462	57.749226	30.942945	58.748943	60.762054	22.764399	33.34421	23.691908	31.066807	40.73955	24.201042	66.866875	32.185997	22.583942	26.563942	33.07143	25.94099	31.070011	28.898947	33.930817	36.005276	60.28511	33.53579	30.381355	43.581493	39.01164	40.20894	40.729298	71.3277	50.57956	50.747654	32.082207	28.50155	32.531803	37.53046	38.96954	29.960663	28.435467	49.80567	42.81439	10.558701	38.07384	35.180103	33.966976	34.63646	41.31761	35.264767	52.81466	39.915714	56.470093	37.404613	41.934986	37.18561	32.703976	13.072101	77.237595	34.384533	50.39419	36.155533	43.845116	69.02842	47.068535	44.776043	20.901379	35.36952	28.121593	26.707216	38.79832	27.938948	38.96154	15.032701	38.64092	35.931534	6.6217346	42.41885	31.5903	25.49318	30.831726	35.96101	26.418919	24.859938	18.569937	36.740124	16.517782	49.91589	27.758438	28.878632	6.7964325	8.594595	28.930744	28.770115	64.533195	27.430962	40.78023	15.461619	46.062305	26.028362	31.330536	67.251595	18.622385	30.089876	28.11783	41.765446	49.042442	36.87155	40.58923	47.420044	32.780563	40.716114	21.856092	38.71368	15.824339
29.969378	31.595812	34.75808	25.613277	21.227942	37.036457	20.78225	38.450676	21.758549	11.680585	27.101694	28.1625	30.930527	36.643158	19.713694	17.792492	26.543274	10.144503	34.390575	45.070084	46.361168	28.75288	33.156414	44.40546	48.59385	54.714134	57.635708	30.875519	58.746567	60.718784	22.754974	33.44842	23.662863	31.131662	40.788628	24.205208	66.89192	32.240585	22.543274	26.563942	33.02311	26.001053	30.914316	28.910526	33.92445	36.017933	60.31151	33.529472	30.166313	43.682106	38.80635	40.12578	40.563694	71.31217	50.55216	50.831074	32.094692	28.510859	32.592285	37.37224	38.79832	29.899483	28.386148	49.89064	42.771637	10.533543	38.043247	35.157066	34.067078	34.62908	41.3522	35.32384	52.449215	39.752342	56.32319	37.084908	41.991745	37.107403	32.647488	12.9717865	76.849	34.37076	50.43776	35.940437	43.639957	68.79579	47.056076	44.692707	20.590668	35.27662	28.06499	26.68866	38.7521	27.96	39.02079	15.048574	38.648224	35.93257	6.586207	42.41824	31.583075	25.411333	30.862808	35.973656	26.430353	24.85067	18.592901	36.738045	16.549164	49.983387	27.631857	28.845436	6.789916	8.580042	28.868835	28.736677	64.57677	27.422594	40.85263	15.451104	46.01142	26.035715	31.326338	67.251595	18.596233	30.113636	28.124088	41.79874	49.08178	36.837578	40.491024	47.452507	32.747128	40.719017	21.930527	38.64157	15.875133
